,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
496,Pat Cummings,cummipa01,683,21.3,4.0,8.1,0.49700000000000005,0.0,0.0,0.0,4.0,8.0,0.498,0.49700000000000005,1.6,2.1,0.737,1.7,3.9,5.6,1.2,0.5,0.3,1.7,3.0,9.6,9.0,18.2,0.49700000000000005,0.0,0.1,0.0,9.0,18.1,0.498,3.5,4.7,0.737,3.8,8.8,12.6,2.7,1.2,0.6,3.8,6.7,21.5,102.0,106.0,Career,NBA,13.3,0.532,0.003,0.262,8.9,20.9,14.8,8.0,1.2,0.7,15.8,20.5,6.7,15.8,22.6,0.075,-1.7,-0.6,-2.3,-1.0,0,0,0
497,Terry Cummings,cummite01,1183,28.7,6.8,14.1,0.484,0.0,0.1,0.295,6.8,13.9,0.486,0.485,2.8,4.0,0.706,2.7,4.6,7.3,1.9,1.1,0.5,1.9,3.2,16.4,11.7,24.1,0.484,0.1,0.2,0.295,11.6,23.9,0.486,4.8,6.8,0.706,4.6,7.9,12.5,3.2,1.8,0.9,3.2,5.6,28.2,108.0,105.0,Career,NBA,18.3,0.52,0.009000000000000001,0.28300000000000003,10.6,18.2,14.4,10.5,1.8,1.2,10.5,25.6,45.7,45.5,91.1,0.129,0.9,0.0,0.9,24.9,0,2,2
498,Vonteego Cummings,cummivo01,199,19.0,2.6,6.8,0.38299999999999995,0.5,1.7,0.321,2.1,5.1,0.40399999999999997,0.423,1.2,1.6,0.726,0.6,1.3,1.9,2.7,0.9,0.2,1.3,1.9,6.9,7.0,18.3,0.38299999999999995,1.5,4.6,0.321,5.6,13.7,0.40399999999999997,3.1,4.3,0.726,1.6,3.4,5.0,7.2,2.4,0.4,3.5,5.2,18.6,97.0,108.0,Career,NBA,11.8,0.461,0.25,0.233,3.1,7.6,5.2,23.1,2.4,0.6,14.7,19.8,0.5,1.7,2.2,0.027999999999999997,-1.2,-1.8,-2.9,-0.9,0,0,0
499,Dante Cunningham,cunnida01,647,21.4,2.6,5.6,0.469,0.3,0.9,0.33399999999999996,2.3,4.7,0.494,0.495,0.6,0.9,0.644,1.2,2.7,3.8,0.7,0.7,0.5,0.5,1.8,6.0,6.2,13.2,0.469,0.7,2.0,0.33399999999999996,5.5,11.2,0.494,1.3,2.0,0.644,2.7,6.3,9.1,1.7,1.6,1.2,1.2,4.2,14.4,107.0,107.0,Career,NBA,11.1,0.51,0.153,0.155,6.0,14.2,10.1,5.0,1.6,1.8,7.9,13.4,9.4,13.4,22.9,0.079,-1.9,0.8,-1.1,3.2,0,0,0
500,Jared Cunningham,cunnija01,84,7.2,0.7,2.1,0.34700000000000003,0.2,0.7,0.306,0.5,1.3,0.369,0.402,0.7,1.0,0.674,0.1,0.6,0.7,0.5,0.3,0.0,0.4,0.9,2.3,5.1,14.6,0.34700000000000003,1.6,5.2,0.306,3.5,9.4,0.369,4.9,7.3,0.674,0.5,4.2,4.7,3.3,1.8,0.2,2.7,6.1,16.7,93.0,107.0,Career,NBA,6.8,0.467,0.358,0.49700000000000005,1.1,9.3,5.2,9.3,1.8,0.3,13.2,18.1,-0.3,0.5,0.2,0.017,-4.1,-1.8,-5.9,-0.6,0,0,0
501,William Cunningham,cunniwi01,23,8.7,0.3,1.2,0.259,0.0,0.0,,0.3,1.2,0.259,0.259,0.0,0.1,0.0,0.7,0.9,1.7,0.1,0.1,0.5,0.2,1.7,0.6,1.8,7.1,0.259,0.0,0.0,,1.8,7.1,0.259,0.0,0.5,0.0,4.5,5.5,10.0,0.5,0.8,2.9,1.3,10.5,3.7,73.0,105.0,Career,NBA,2.2,0.251,0.0,0.07400000000000001,9.4,11.5,10.7,1.5,0.8,4.0,15.2,7.3,-0.2,0.1,-0.1,-0.018000000000000002,-6.5,1.0,-5.5,-0.2,0,0,0
502,Radisav Curcic,curcira01,20,8.3,0.8,2.1,0.39,0.0,0.0,,0.8,2.1,0.39,0.39,1.3,1.8,0.722,0.9,1.6,2.5,0.6,0.4,0.1,0.4,1.5,2.9,4.6,11.9,0.39,0.0,0.0,,4.6,11.9,0.39,7.6,10.5,0.722,4.9,9.3,14.2,3.5,2.0,0.6,2.3,8.7,16.9,111.0,111.0,Career,NBA,13.5,0.51,0.0,0.878,10.2,22.9,16.0,10.2,2.0,0.8,12.3,15.9,0.2,0.1,0.3,0.086,-2.2,-0.5,-2.7,0.0,0,0,0
503,Earl Cureton,curetea01,674,18.4,2.3,4.8,0.473,0.0,0.0,0.0,2.3,4.8,0.47600000000000003,0.473,0.8,1.5,0.5379999999999999,1.8,2.9,4.7,1.0,0.5,0.5,1.1,2.3,5.4,5.9,12.4,0.473,0.0,0.1,0.0,5.9,12.3,0.47600000000000003,2.0,3.7,0.5379999999999999,4.5,7.5,12.0,2.6,1.3,1.4,2.8,5.8,13.7,99.0,107.0,Career,NBA,10.4,0.49,0.005,0.302,10.2,17.6,13.8,7.1,1.3,1.7,16.5,14.3,0.7,13.6,14.4,0.055999999999999994,-2.5,1.1,-1.4,1.7,0,0,0
504,Bill Curley,curlebi01,147,11.0,1.1,2.4,0.444,0.0,0.1,0.222,1.1,2.3,0.449,0.446,0.5,0.7,0.743,0.8,1.1,2.0,0.4,0.4,0.3,0.5,2.3,2.7,5.0,11.3,0.444,0.1,0.3,0.222,5.0,11.0,0.449,2.5,3.4,0.743,4.0,5.3,9.3,1.9,1.9,1.4,2.4,11.0,12.6,100.0,108.0,Career,NBA,8.2,0.49200000000000005,0.025,0.297,8.4,12.0,10.1,5.5,1.9,2.0,15.8,12.9,0.4,1.2,1.6,0.047,-3.6,0.0,-3.6,-0.6,0,0,0
505,Dell Curry,curryde01,1083,21.7,4.7,10.3,0.457,1.1,2.9,0.402,3.6,7.4,0.478,0.513,1.1,1.4,0.843,0.6,1.9,2.4,1.8,0.9,0.2,1.2,1.7,11.7,10.9,23.9,0.457,2.7,6.6,0.402,8.3,17.3,0.478,2.7,3.2,0.843,1.3,4.3,5.6,4.1,2.1,0.5,2.8,3.9,27.2,106.0,109.0,Career,NBA,16.0,0.537,0.278,0.132,2.9,9.8,6.3,13.5,2.1,0.7,9.9,24.2,23.9,17.6,41.5,0.085,1.4,-1.7,-0.3,10.1,0,0,0
506,Eddy Curry,curryed01,527,24.9,4.9,9.0,0.545,0.0,0.0,1.0,4.9,9.0,0.544,0.545,3.2,4.9,0.642,1.8,3.4,5.2,0.5,0.3,0.7,2.2,3.0,12.9,10.3,18.9,0.545,0.0,0.0,1.0,10.3,18.9,0.544,6.6,10.3,0.642,3.8,7.1,10.9,1.1,0.6,1.5,4.7,6.2,27.2,103.0,108.0,Career,NBA,15.9,0.581,0.0,0.547,8.3,15.7,12.0,4.2,0.6,2.2,16.7,24.2,12.1,9.6,21.7,0.08,-1.8,-1.8,-3.5,-5.0,0,0,0
507,JamesOn Curry,curryja01,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,Career,NBA,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0,0,0
508,Michael Curry,currymi01,667,19.8,1.6,3.7,0.447,0.1,0.4,0.298,1.5,3.3,0.465,0.46299999999999997,1.1,1.3,0.825,0.3,1.3,1.6,1.2,0.5,0.1,0.7,2.3,4.5,4.4,9.9,0.447,0.3,1.1,0.298,4.1,8.8,0.465,2.9,3.5,0.825,0.8,3.4,4.2,3.3,1.3,0.3,1.9,6.2,12.1,105.0,107.0,Career,NBA,7.5,0.527,0.10800000000000001,0.35600000000000004,1.8,7.5,4.7,9.6,1.4,0.4,13.9,11.6,8.4,9.4,17.8,0.065,-2.6,-0.3,-2.9,-2.9,0,0,0
509,Seth Curry,curryse01,118,23.2,3.7,7.9,0.473,1.6,3.7,0.43200000000000005,2.1,4.2,0.508,0.573,1.1,1.3,0.8440000000000001,0.3,1.8,2.1,2.2,0.9,0.1,1.1,1.4,10.2,8.2,17.3,0.473,3.5,8.1,0.43200000000000005,4.7,9.3,0.508,2.4,2.9,0.8440000000000001,0.6,3.9,4.5,4.8,1.9,0.2,2.4,3.1,22.3,113.0,111.0,Career,NBA,15.0,0.6,0.466,0.165,1.4,9.0,5.0,15.4,1.9,0.3,11.3,18.9,4.0,2.0,6.0,0.105,1.5,-0.9,0.6,1.8,0,0,0
510,Stephen Curry,curryst01,625,34.4,8.0,16.8,0.47700000000000004,3.4,7.8,0.436,4.6,9.0,0.513,0.579,3.6,4.0,0.903,0.7,3.7,4.4,6.8,1.8,0.2,3.2,2.5,23.1,11.5,24.0,0.47700000000000004,4.9,11.2,0.436,6.6,12.9,0.513,5.2,5.7,0.903,1.0,5.3,6.3,9.7,2.5,0.3,4.5,3.6,33.0,118.0,106.0,Career,NBA,23.8,0.621,0.46399999999999997,0.239,2.3,11.5,7.1,32.3,2.5,0.5,14.5,27.6,69.1,24.2,93.4,0.20800000000000002,7.1,-0.6,6.5,46.2,2,5,4
511,Rastko Cvetkovic,cvetkra01,14,3.4,0.4,1.1,0.313,0.0,0.1,0.0,0.4,1.1,0.33299999999999996,0.313,0.0,0.3,0.0,0.3,0.5,0.8,0.2,0.1,0.1,0.2,0.8,0.7,5.4,17.4,0.313,0.0,1.1,0.0,5.4,16.3,0.33299999999999996,0.0,4.3,0.0,4.3,7.6,11.9,3.3,2.2,1.1,3.3,11.9,10.8,67.0,106.0,Career,NBA,2.1,0.282,0.063,0.25,9.6,16.9,13.2,9.6,2.2,1.5,14.5,19.3,-0.2,0.1,-0.1,-0.11800000000000001,-8.4,0.0,-8.4,-0.1,0,0,0
512,Mike D'Antoni,dantomi01,180,14.8,1.5,3.5,0.414,0.0,0.1,0.0,1.5,3.5,0.41600000000000004,0.414,0.5,0.6,0.735,0.3,1.1,1.5,2.0,1.2,0.2,0.9,2.1,3.4,4.5,10.8,0.414,0.0,0.2,0.0,4.5,10.7,0.41600000000000004,1.4,1.9,0.735,1.0,3.5,4.5,6.2,3.7,0.7,0.8,6.4,10.4,100.0,99.0,Career,TOT,10.2,0.444,0.006,0.179,2.2,7.9,5.0,17.8,3.7,0.8,21.3,10.5,-1.1,3.1,2.0,0.036000000000000004,-3.2,1.1,-2.2,-0.1,0,0,0
513,Quintin Dailey,dailequ01,528,23.0,5.6,12.2,0.45399999999999996,0.0,0.3,0.158,5.5,12.0,0.461,0.456,3.0,3.8,0.779,0.8,1.7,2.5,2.3,0.9,0.1,1.9,2.3,14.1,11.4,25.1,0.45399999999999996,0.1,0.5,0.158,11.3,24.6,0.461,6.1,7.9,0.779,1.6,3.4,5.1,4.6,1.9,0.2,4.0,4.8,29.0,101.0,111.0,Career,NBA,15.1,0.508,0.021,0.313,3.8,8.2,6.0,15.8,1.9,0.2,12.2,27.9,5.3,7.3,12.7,0.05,-0.6,-2.3,-2.9,-2.7,0,0,0
514,Samuel Dalembert,dalemsa01,886,24.4,3.2,6.1,0.521,0.0,0.0,0.083,3.2,6.1,0.522,0.521,1.3,1.9,0.706,2.6,5.3,7.8,0.5,0.5,1.7,1.4,2.9,7.7,6.8,13.0,0.521,0.0,0.0,0.083,6.8,13.0,0.522,2.9,4.1,0.706,5.5,11.2,16.8,1.1,1.1,3.7,3.1,6.3,16.5,106.0,102.0,Career,NBA,15.4,0.555,0.002,0.313,12.2,25.3,18.7,3.4,1.1,5.6,17.2,15.5,18.0,33.3,51.3,0.114,-2.7,2.0,-0.7,7.2,0,0,0
515,Erick Dampier,dampier01,987,24.3,2.8,5.7,0.498,0.0,0.0,0.125,2.8,5.7,0.499,0.498,1.8,2.8,0.626,2.8,4.3,7.1,0.8,0.3,1.4,1.5,2.9,7.4,6.1,12.3,0.498,0.0,0.0,0.125,6.1,12.2,0.499,3.8,6.1,0.626,6.0,9.4,15.4,1.8,0.7,3.1,3.1,6.3,16.0,106.0,104.0,Career,NBA,14.3,0.536,0.003,0.49700000000000005,12.8,20.1,16.5,5.4,0.7,4.2,17.4,15.4,23.2,29.5,52.7,0.105,-1.5,1.7,0.2,13.1,0,0,0
516,Antonio Daniels,daniean01,872,22.6,2.6,5.9,0.444,0.4,1.3,0.311,2.2,4.5,0.483,0.479,2.0,2.5,0.7929999999999999,0.3,1.6,1.8,3.4,0.6,0.1,1.1,1.1,7.6,6.1,13.8,0.444,1.0,3.1,0.311,5.2,10.7,0.483,4.7,5.9,0.7929999999999999,0.6,3.8,4.4,7.9,1.5,0.2,2.5,2.5,17.9,114.0,109.0,Career,NBA,14.6,0.546,0.226,0.425,1.3,8.2,4.8,23.8,1.5,0.3,13.3,16.3,36.1,10.9,47.0,0.115,0.5,-1.7,-1.2,4.1,0,0,0
517,Erik Daniels,danieer01,21,3.4,0.3,0.9,0.33299999999999996,0.0,0.1,0.5,0.2,0.8,0.313,0.361,0.0,0.0,,0.3,0.5,0.9,0.2,0.1,0.0,0.3,0.3,0.6,4.3,12.9,0.33299999999999996,0.7,1.4,0.5,3.6,11.5,0.313,0.0,0.0,,5.0,7.9,12.9,2.9,1.4,0.0,4.3,5.0,9.3,77.0,109.0,Career,NBA,4.6,0.361,0.111,0.0,10.9,17.1,14.0,7.7,1.4,0.0,25.0,14.8,-0.1,0.1,-0.1,-0.061,-6.7,-1.2,-7.9,-0.1,0,0,0
518,Lloyd Daniels,daniell01,200,17.7,2.8,6.9,0.40299999999999997,0.8,2.4,0.316,2.0,4.5,0.45,0.45799999999999996,0.8,1.0,0.743,0.9,1.3,2.2,1.6,0.5,0.3,1.1,1.5,7.1,8.0,19.9,0.40299999999999997,2.2,7.0,0.316,5.8,12.9,0.45,2.2,3.0,0.743,2.6,3.7,6.4,4.5,1.5,0.9,3.1,4.3,20.4,100.0,110.0,Career,NBA,11.5,0.48200000000000004,0.35,0.15,6.0,8.0,7.0,13.4,1.5,1.1,12.6,20.8,0.6,2.7,3.3,0.044000000000000004,-0.5,-1.4,-1.9,0.1,0,0,0
519,Marquis Daniels,daniema01,548,21.4,3.2,7.2,0.451,0.2,0.8,0.235,3.0,6.4,0.478,0.46399999999999997,1.2,1.7,0.721,1.0,1.9,2.8,1.8,0.9,0.3,1.2,1.6,7.9,7.8,17.3,0.451,0.5,1.9,0.235,7.4,15.4,0.478,3.0,4.1,0.721,2.3,4.5,6.8,4.3,2.2,0.6,2.8,3.9,19.0,101.0,106.0,Career,NBA,12.9,0.49700000000000005,0.11199999999999999,0.237,5.0,10.0,7.5,13.2,2.2,0.9,12.9,19.1,4.0,12.5,16.5,0.068,-1.3,0.3,-1.0,2.9,0,0,0
520,Troy Daniels,danietr01,239,15.6,2.4,6.1,0.402,1.8,4.5,0.40399999999999997,0.6,1.6,0.395,0.551,0.5,0.6,0.821,0.2,1.1,1.3,0.6,0.3,0.1,0.6,1.3,7.2,7.7,19.3,0.402,5.8,14.3,0.40399999999999997,2.0,5.0,0.395,1.5,1.9,0.821,0.7,3.6,4.3,1.9,0.8,0.2,1.9,4.1,22.8,107.0,114.0,Career,NBA,10.9,0.5670000000000001,0.743,0.09699999999999999,1.4,8.1,4.7,6.2,0.8,0.3,8.8,19.5,3.0,1.3,4.3,0.055,0.7,-3.6,-2.9,-0.8,0,0,0
521,Sasha Danilovic,danilsa01,75,31.1,4.4,10.1,0.439,1.6,4.2,0.379,2.8,5.9,0.48200000000000004,0.518,2.3,3.0,0.789,0.5,1.9,2.4,2.0,0.9,0.2,2.0,2.8,12.8,7.7,17.4,0.439,2.8,7.3,0.379,4.9,10.2,0.48200000000000004,4.1,5.2,0.789,0.9,3.3,4.2,3.4,1.6,0.3,3.5,4.8,22.1,105.0,106.0,Career,NBA,11.7,0.562,0.41600000000000004,0.29600000000000004,2.1,7.0,4.6,11.1,1.6,0.4,15.2,20.0,1.7,2.6,4.2,0.087,-0.2,-0.6,-0.8,0.7,0,0,0
522,Adrian Dantley,dantlad01,955,35.8,8.6,15.8,0.54,0.0,0.1,0.171,8.5,15.8,0.541,0.54,7.2,8.7,0.818,2.3,3.4,5.7,3.0,1.0,0.2,2.9,2.7,24.3,11.3,20.8,0.54,0.0,0.1,0.171,11.2,20.8,0.541,9.4,11.5,0.818,3.0,4.5,7.5,3.9,1.3,0.2,3.4,3.5,31.9,119.0,109.0,Career,NBA,21.5,0.617,0.003,0.552,7.1,10.1,8.6,13.0,1.3,0.2,12.5,26.1,111.4,22.8,134.2,0.18899999999999997,4.5,-1.4,3.1,44.0,0,6,2
523,Yinka Dare,dareyi01,110,9.1,0.8,2.0,0.396,0.0,0.0,,0.8,2.0,0.396,0.396,0.6,1.0,0.57,0.9,1.6,2.6,0.0,0.1,0.6,0.9,1.6,2.1,4.5,11.4,0.396,0.0,0.0,,4.5,11.4,0.396,3.2,5.6,0.57,5.3,9.4,14.7,0.2,0.6,3.7,5.0,9.4,12.2,79.0,105.0,Career,NBA,6.2,0.441,0.0,0.493,10.7,20.4,15.4,0.6,0.6,5.3,26.7,15.6,-2.0,1.3,-0.7,-0.033,-8.9,-0.9,-9.8,-2.0,0,0,0
524,Rick Darnell,darneri01,11,10.9,1.0,2.7,0.36700000000000005,0.0,0.0,,1.0,2.7,0.36700000000000005,0.36700000000000005,0.4,0.6,0.5710000000000001,1.1,2.2,3.3,0.8,0.5,0.3,1.3,2.7,2.4,4.1,11.2,0.36700000000000005,0.0,0.0,,4.1,11.2,0.36700000000000005,1.5,2.6,0.5710000000000001,4.5,9.0,13.5,3.4,1.9,1.1,5.2,11.2,9.7,74.0,105.0,Career,ABA,4.7,0.39299999999999996,0.0,0.233,9.5,20.9,15.0,9.9,1.9,1.3,29.7,14.7,-0.3,0.1,-0.1,-0.055,-6.0,1.0,-5.0,-0.1,0,0,0
525,Gigi Datome,datomlu01,55,8.1,1.4,3.4,0.414,0.5,1.4,0.316,0.9,1.9,0.486,0.48100000000000004,0.2,0.2,0.818,0.3,1.1,1.4,0.4,0.1,0.1,0.4,0.6,3.4,8.7,21.0,0.414,2.8,8.9,0.316,5.9,12.1,0.486,1.0,1.2,0.818,1.9,6.5,8.5,2.3,0.9,0.9,2.3,3.9,21.2,98.0,109.0,Career,NBA,11.3,0.493,0.425,0.059000000000000004,4.0,14.7,9.2,7.3,0.9,1.4,9.5,20.4,0.0,0.3,0.3,0.032,-2.2,-2.5,-4.7,-0.3,0,0,0
526,Brad Daugherty,daughbr01,548,36.5,7.0,13.1,0.532,0.0,0.0,0.14300000000000002,7.0,13.1,0.5329999999999999,0.532,5.0,6.7,0.747,2.2,7.3,9.5,3.7,0.8,0.7,2.8,2.7,19.0,9.5,17.9,0.532,0.0,0.0,0.14300000000000002,9.5,17.9,0.5329999999999999,6.8,9.1,0.747,3.0,10.0,13.0,5.0,1.1,1.0,3.8,3.6,25.9,114.0,105.0,Career,NBA,18.9,0.59,0.002,0.511,7.0,22.3,14.8,15.5,1.1,1.2,14.6,22.2,38.1,27.1,65.2,0.156,1.4,1.1,2.6,23.1,0,5,1
527,Kornel David,davidko01,109,14.5,1.8,4.1,0.446,0.0,0.0,0.0,1.8,4.1,0.45,0.446,1.3,1.7,0.8170000000000001,1.0,1.8,2.8,0.6,0.4,0.2,0.8,1.6,5.0,6.8,15.3,0.446,0.0,0.1,0.0,6.8,15.2,0.45,5.0,6.1,0.8170000000000001,3.8,6.6,10.4,2.2,1.6,0.8,3.1,5.8,18.6,101.0,104.0,Career,NBA,12.5,0.518,0.009000000000000001,0.39899999999999997,7.9,14.8,11.2,7.7,1.6,1.1,14.8,18.2,1.1,1.4,2.5,0.075,-3.1,-0.8,-3.8,-0.7,0,0,0
528,Jermareo Davidson,davidje01,52,8.3,1.3,3.1,0.425,0.0,0.0,,1.3,3.1,0.425,0.425,0.5,0.9,0.578,0.6,1.3,1.8,0.3,0.2,0.3,0.4,1.1,3.1,8.1,19.0,0.425,0.0,0.0,,8.1,19.0,0.425,3.1,5.3,0.578,3.7,7.7,11.4,1.7,1.1,2.1,2.6,6.9,19.2,93.0,109.0,Career,NBA,10.5,0.451,0.0,0.281,8.1,17.0,12.5,5.5,1.1,3.1,10.9,21.0,-0.4,0.4,0.0,0.0,-5.9,-1.7,-7.6,-0.6,0,0,0
529,Brandon Davies,daviebr01,78,12.8,1.4,3.4,0.41100000000000003,0.1,0.6,0.22699999999999998,1.3,2.8,0.44799999999999995,0.43,0.7,1.2,0.644,1.0,1.5,2.5,0.7,0.5,0.2,0.8,1.9,3.7,5.4,13.1,0.41100000000000003,0.5,2.2,0.22699999999999998,4.9,10.9,0.44799999999999995,2.9,4.4,0.644,3.7,5.7,9.5,2.9,2.1,0.7,3.2,7.4,14.1,93.0,108.0,Career,NBA,8.7,0.469,0.166,0.34,7.9,13.1,10.4,9.3,2.1,1.2,17.4,15.9,-0.5,0.8,0.3,0.016,-4.3,-0.4,-4.7,-0.7,0,0,0
530,Anthony Davis,davisan02,405,34.8,8.8,17.0,0.517,0.3,1.0,0.307,8.5,16.0,0.531,0.527,5.4,6.8,0.7959999999999999,2.5,7.8,10.3,1.9,1.3,2.4,1.8,2.4,23.4,12.8,24.8,0.517,0.5,1.5,0.307,12.4,23.3,0.531,7.9,9.9,0.7959999999999999,3.7,11.3,15.0,2.7,1.9,3.5,2.7,3.5,34.0,116.0,103.0,Career,NBA,27.0,0.583,0.061,0.39799999999999996,8.1,25.1,16.6,9.8,1.9,5.6,8.4,28.1,39.4,22.0,61.4,0.209,2.1,2.2,4.3,22.3,0,5,2
531,Antonio Davis,davisan01,903,28.9,3.5,7.9,0.44799999999999995,0.0,0.0,0.087,3.5,7.9,0.449,0.44799999999999995,3.0,4.1,0.727,2.6,4.9,7.5,1.1,0.5,1.0,1.5,2.8,10.0,6.5,14.5,0.44799999999999995,0.0,0.0,0.087,6.5,14.5,0.449,5.4,7.5,0.727,4.7,9.0,13.8,2.1,0.9,1.8,2.7,5.2,18.4,106.0,104.0,Career,NBA,14.1,0.518,0.003,0.515,10.3,19.7,15.0,6.4,0.9,2.5,13.4,17.6,28.2,31.4,59.6,0.11,-1.5,0.8,-0.7,8.8,0,1,0
532,Baron Davis,davisba01,835,34.2,5.9,14.3,0.409,1.6,5.0,0.32,4.3,9.3,0.456,0.465,2.8,3.9,0.711,0.9,2.9,3.8,7.2,1.8,0.4,2.8,2.8,16.1,8.9,21.7,0.409,2.4,7.5,0.32,6.4,14.1,0.456,4.2,6.0,0.711,1.4,4.4,5.8,10.9,2.8,0.7,4.2,4.3,24.4,105.0,105.0,Career,NBA,17.8,0.502,0.348,0.275,3.0,9.7,6.3,36.3,2.8,0.9,14.7,24.6,32.8,30.3,63.1,0.106,3.0,-0.2,2.7,34.1,0,2,1
533,Ben Davis,davisbe01,40,3.9,0.5,1.5,0.35600000000000004,0.0,0.0,,0.5,1.5,0.35600000000000004,0.35600000000000004,0.3,0.7,0.462,0.8,0.6,1.3,0.1,0.2,0.1,0.2,0.6,1.4,7.1,20.0,0.35600000000000004,0.0,0.0,,7.1,20.0,0.35600000000000004,4.1,8.8,0.462,10.2,7.8,18.0,1.7,2.0,0.7,2.4,8.5,18.3,93.0,104.0,Career,NBA,12.5,0.38299999999999995,0.0,0.441,23.2,17.0,20.0,7.8,2.0,0.9,9.0,23.1,-0.1,0.2,0.1,0.04,-2.9,-3.0,-6.0,-0.2,0,0,0
534,Brad Davis,davisbr01,961,23.2,3.1,6.1,0.51,0.3,0.9,0.321,2.8,5.2,0.542,0.534,1.7,2.1,0.828,0.3,1.5,1.8,4.9,0.8,0.2,1.4,2.2,8.2,6.5,12.7,0.51,0.6,1.9,0.321,5.9,10.8,0.542,3.6,4.4,0.828,0.7,3.1,3.8,10.3,1.6,0.3,3.0,4.7,17.1,118.0,111.0,Career,NBA,14.7,0.5870000000000001,0.145,0.344,1.5,7.2,4.4,28.4,1.6,0.4,17.0,15.1,42.2,11.4,53.6,0.115,0.9,-2.0,-1.1,5.1,0,0,0
535,Brian Davis,davisbr02,68,5.5,0.6,1.9,0.317,0.0,0.0,0.33299999999999996,0.6,1.8,0.317,0.321,0.7,1.0,0.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9,5.4,17.1,0.317,0.1,0.4,0.33299999999999996,5.3,16.7,0.317,6.8,9.2,0.735,2.8,4.6,7.5,3.0,2.2,0.5,2.6,4.6,17.8,92.0,110.0,Career,NBA,9.2,0.42,0.024,0.54,6.7,10.4,8.6,9.1,2.2,0.7,10.9,20.4,-0.2,0.2,0.0,0.0,-4.7,-1.8,-6.5,-0.4,0,0,0
536,Charles Davis,davisch02,415,12.2,2.3,5.2,0.451,0.0,0.3,0.17,2.3,4.9,0.466,0.455,0.6,0.8,0.737,0.9,1.5,2.4,0.7,0.3,0.2,0.8,1.5,5.3,9.3,20.6,0.451,0.2,1.1,0.17,9.1,19.5,0.466,2.4,3.3,0.737,3.6,6.0,9.6,3.0,1.2,0.7,3.2,6.1,21.2,98.0,105.0,Career,NBA,11.6,0.48,0.052000000000000005,0.161,8.5,13.9,11.2,9.1,1.2,0.9,12.7,21.6,-0.5,6.3,5.8,0.055999999999999994,-2.6,-1.0,-3.6,-2.0,0,0,0
537,Dale Davis,davisda01,1094,27.1,3.3,6.2,0.53,0.0,0.0,0.0,3.3,6.2,0.53,0.53,1.4,2.5,0.562,3.0,4.8,7.9,0.9,0.6,1.2,1.0,2.6,8.0,6.4,12.2,0.53,0.0,0.0,0.0,6.4,12.1,0.53,2.7,4.9,0.562,5.9,9.5,15.4,1.8,1.2,2.3,2.0,5.2,15.6,114.0,103.0,Career,NBA,15.2,0.546,0.001,0.39899999999999997,13.4,20.6,17.1,5.2,1.2,3.1,12.0,14.0,45.5,41.4,86.9,0.141,-0.1,1.9,1.8,28.6,0,1,0
538,Ed Davis,davised01,557,20.6,2.8,4.9,0.565,0.0,0.0,0.0,2.8,4.9,0.565,0.565,1.1,1.9,0.579,2.3,4.2,6.5,0.8,0.5,0.9,0.8,2.5,6.6,6.9,12.2,0.565,0.0,0.0,0.0,6.9,12.2,0.565,2.8,4.8,0.579,5.7,10.6,16.3,2.0,1.3,2.3,2.0,6.2,16.6,118.0,105.0,Career,NBA,16.7,0.578,0.001,0.396,12.5,23.4,17.9,6.0,1.3,3.5,12.1,14.3,21.3,14.3,35.6,0.149,-0.6,1.6,1.0,8.7,0,0,0
