,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
2253,Bart Kofoed,kofoeba01,1987-88,23,UTA,NBA,SG,36,0,6.3,0.5,1.3,.375,0.1,0.2,.286,0.4,1.1,.390,.396,0.2,0.4,.615,0.1,0.3,0.4,0.6,0.2,0.0,0.5,1.2,1.3
2257,Jon Koncak,koncajo01,1985-86,22,ATL,NBA,C,82,15,20.7,3.2,6.3,.507,0.0,0.0,.000,3.2,6.3,.508,.507,1.9,3.1,.607,2.1,3.6,5.7,0.7,0.5,0.8,1.4,3.6,8.3
2260,Joe Kopicki,kopicjo01,1982-83,22,WSB,NBA,PF,17,1,11.8,1.4,3.0,.451,0.0,0.1,.000,1.4,2.9,.460,.451,1.2,1.5,.840,1.1,2.6,3.6,0.5,0.5,0.1,0.5,1.2,3.9
2261,Furkan Korkmaz,korkmfu01,2017-18,20,PHI,NBA,SG,11,0,5.8,0.5,2.0,.273,0.4,1.3,.286,0.2,0.7,.250,.364,0.2,0.4,.500,0.2,0.6,0.8,0.3,0.1,0.1,0.2,0.6,1.6
2262,Frank Kornet,kornefr01,1989-90,23,MIL,NBA,PF,57,0,7.7,0.7,2.0,.368,0.1,0.4,.250,0.6,1.6,.394,.390,0.4,0.7,.615,0.4,0.8,1.2,0.4,0.2,0.1,0.4,0.9,2.0
2263,Luke Kornet,kornelu01,2017-18,22,NYK,NBA,PF,15,1,14.7,1.9,5.7,.337,1.1,3.9,.288,0.8,1.8,.444,.436,0.2,0.3,.750,0.7,2.4,3.1,1.1,0.3,0.7,0.3,0.9,5.2
2264,Yaroslav Korolev,korolya01,2005-06,18,LAC,NBA,SF,24,0,5.3,0.4,1.3,.300,0.1,0.3,.286,0.3,1.0,.304,.333,0.3,0.4,.700,0.2,0.3,0.5,0.4,0.1,0.0,0.3,0.5,1.1
2265,Kyle Korver,korveky01,2003-04,22,PHI,NBA,SF,74,0,11.9,1.6,4.4,.352,1.1,2.8,.391,0.5,1.6,.283,.476,0.3,0.3,.792,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.4,4.5
2270,Kosta Koufos,koufoko01,2008-09,19,UTA,NBA,C,48,7,11.8,2.0,3.9,.508,0.0,0.0,,2.0,3.9,.508,.508,0.8,1.1,.706,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7
2273,Arvid Kramer,kramear01,1979-80,23,DEN,NBA,C,8,,5.6,0.9,2.8,.318,0.0,0.0,,0.9,2.8,.318,.318,0.3,0.3,1.000,0.8,0.8,1.5,0.4,0.0,0.6,0.6,1.0,2.0
2275,Joel Kramer,kramejo01,1978-79,23,PHO,NBA,PF,82,,17.1,2.2,4.5,.489,,,,2.2,4.5,.489,.489,1.5,2.1,.710,1.6,2.5,4.1,1.1,0.5,0.3,1.2,2.7,5.9
2279,Viacheslav Kravtsov,kravtvi01,2012-13,25,DET,NBA,C,25,0,9.0,1.3,1.8,.717,0.0,0.0,,1.3,1.8,.717,.717,0.4,1.5,.297,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,3.1
2281,Wayne Kreklow,kreklwa01,1980-81,24,BOS,NBA,SG,25,0,4.0,0.4,1.9,.234,0.0,0.2,.250,0.4,1.7,.233,.245,0.3,0.4,.700,0.1,0.4,0.5,0.4,0.1,0.0,0.4,0.8,1.2
2284,Nenad Krstic,krstine01,2004-05,21,NJN,NBA,PF,75,57,26.2,3.7,7.6,.493,0.0,0.0,.000,3.7,7.6,.495,.493,2.5,3.4,.725,2.1,3.2,5.3,1.0,0.4,0.8,1.5,3.7,10.0
2285,Larry Krystkowiak,krystla01,1986-87,22,SAS,NBA,PF,68,2,14.8,2.5,5.5,.456,0.0,0.2,.083,2.5,5.3,.468,.457,1.6,2.2,.743,1.1,2.4,3.5,1.3,0.3,0.2,1.0,2.1,6.6
2288,Bruce Kuczenski,kuczebr01,1983-84,22,TOT,NBA,PF,15,2,7.9,0.7,2.5,.270,0.0,0.0,,0.7,2.5,.270,.270,0.5,0.8,.667,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.2,1.9
2290,John Kuester,kuestjo01,1977-78,22,KCK,NBA,PG,78,,15.6,1.9,4.1,.455,,,,1.9,4.1,.455,.455,1.1,1.3,.829,0.2,1.2,1.5,3.2,0.7,0.0,1.2,1.8,4.8
2292,Toni Kukoc,kukocto01,1993-94,25,CHI,NBA,SF,75,8,24.1,4.2,9.7,.431,0.4,1.6,.271,3.7,8.1,.462,.453,2.1,2.8,.743,1.3,2.7,4.0,3.4,1.1,0.4,2.2,1.6,10.9
2293,Kevin Kunnert,kunneke01,1973-74,22,TOT,NBA,C,64,,11.0,1.6,3.4,.488,,,,1.6,3.4,.488,.488,0.3,0.5,.636,1.3,2.1,3.4,0.7,0.2,0.8,,2.4,3.6
2295,Mitch Kupchak,kupchmi01,1976-77,22,WSB,NBA,C,82,,18.5,4.2,7.3,.572,,,,4.2,7.3,.572,.572,2.1,3.0,.691,2.2,3.8,6.0,0.8,0.3,0.4,,2.5,10.4
2297,Rob Kurz,kurzro01,2008-09,23,GSW,NBA,SF,40,5,11.1,1.3,3.3,.389,0.4,1.0,.395,0.9,2.3,.387,.447,1.0,1.3,.800,0.8,1.2,2.0,0.5,0.4,0.5,0.4,2.0,3.9
2298,Ibo Kutluay,kutluib01,2004-05,30,SEA,NBA,SG,5,0,2.4,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0
2299,Kyle Kuzma,kuzmaky01,2017-18,22,LAL,NBA,PF,74,34,31.1,6.0,13.4,.451,2.1,5.7,.365,4.0,7.7,.513,.528,1.9,2.6,.714,1.2,5.2,6.3,1.9,0.6,0.4,1.7,2.1,16.0
2300,Ognjen Kuzmic,kuzmiog01,2013-14,23,GSW,NBA,C,21,0,4.4,0.2,0.6,.385,0.0,0.0,,0.2,0.6,.385,.385,0.2,0.5,.455,0.5,0.5,1.0,0.1,0.1,0.2,0.5,0.8,0.7
2301,Mindaugas Kuzminskas,kuzmimi01,2016-17,27,NYK,NBA,SF,68,5,14.9,2.3,5.4,.428,0.8,2.5,.321,1.5,3.0,.517,.501,0.8,1.0,.809,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,6.3
2302,Skal Labissiere,labissk01,2016-17,20,SAC,NBA,PF,33,12,18.5,3.5,6.6,.537,0.1,0.2,.375,3.5,6.4,.543,.544,1.6,2.2,.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8
2305,Sam Lacey,laceysa01,1970-71,22,CIN,NBA,C,81,,32.7,5.8,13.8,.418,,,,5.8,13.8,.418,.418,1.9,2.8,.687,,,11.3,1.4,,,,3.3,13.5
2306,Bob Lackey,lackebo01,1972-73,23,NYA,ABA,SG,68,,17.4,2.3,5.2,.431,0.0,0.1,.400,2.2,5.1,.431,.434,1.5,2.5,.593,0.9,1.5,2.4,2.0,,,1.8,2.5,6.0
2308,Wendell Ladner,ladnewe01,1970-71,22,MMP,ABA,SF,77,,32.5,7.4,17.0,.437,0.1,0.4,.276,7.3,16.6,.441,.440,2.0,2.8,.703,4.4,7.0,11.4,2.1,,,2.2,4.3,17.0
2309,Christian Laettner,laettch01,1992-93,23,MIN,NBA,PF,81,81,34.9,6.2,13.1,.474,0.0,0.5,.100,6.2,12.6,.489,.476,5.7,6.8,.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2
2310,Oliver Lafayette,lafayol01,2009-10,25,BOS,NBA,SG,1,0,22.0,3.0,6.0,.500,1.0,2.0,.500,2.0,4.0,.500,.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0
2311,Raef LaFrentz,lafrera01,1998-99,22,DEN,NBA,C,12,12,32.3,4.9,10.8,.457,1.0,2.6,.387,3.9,8.2,.480,.504,3.0,4.0,.750,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8
2312,Tom LaGarde,lagarto01,1977-78,22,DEN,NBA,C,77,,11.3,1.2,3.1,.405,,,,1.2,3.1,.405,.405,1.5,1.9,.760,1.0,1.8,2.8,0.6,0.2,0.2,1.3,1.9,4.0
2313,Bill Laimbeer,laimbbi01,1980-81,23,CLE,NBA,C,81,,30.4,4.2,8.3,.503,0.0,0.0,,4.2,8.3,.503,.503,1.4,1.9,.765,3.3,5.3,8.6,2.7,0.7,1.0,1.6,4.1,9.8
2315,Bo Lamar,lamarbo01,1973-74,22,SDA,ABA,SG,84,,33.6,8.2,20.5,.397,0.8,2.9,.279,7.3,17.6,.417,.417,3.2,4.2,.777,1.3,2.2,3.5,3.4,1.5,0.2,2.2,1.8,20.4
2316,Doron Lamb,lambdo01,2012-13,21,TOT,NBA,SG,47,0,12.3,1.3,3.5,.368,0.3,0.8,.378,1.0,2.7,.365,.411,0.4,0.7,.588,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.1,3.3
2317,Jeremy Lamb,lambje01,2012-13,20,OKC,NBA,SF,23,0,6.4,1.0,3.0,.353,0.4,1.3,.300,0.7,1.7,.395,.419,0.6,0.6,1.000,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.6,3.1
2318,John Lambert,lambejo01,1975-76,23,CLE,NBA,PF,54,,6.2,0.9,2.0,.445,,,,0.9,2.0,.445,.445,0.5,0.7,.676,0.7,1.2,1.9,0.3,0.1,0.2,,1.0,2.3
2319,Jeff Lamp,lampje01,1981-82,22,POR,NBA,SF,54,0,11.4,1.9,3.6,.510,0.0,0.0,.000,1.9,3.6,.513,.510,0.9,1.1,.820,0.4,0.7,1.2,0.5,0.3,0.0,0.8,1.5,4.6
2320,Maciej Lampe,lampema01,2003-04,18,PHO,NBA,C,21,0,10.7,2.0,4.2,.489,0.0,0.2,.000,2.0,4.0,.512,.489,0.5,0.6,.769,0.4,1.7,2.1,0.4,0.1,0.1,0.7,1.3,4.6
2321,Jim Lampley,lamplji01,1986-87,26,PHI,NBA,C,1,0,16.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,1.0,2.0,.500,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0
2322,Sean Lampley,lamplse01,2002-03,23,MIA,NBA,SF,35,0,13.9,1.6,3.7,.434,0.0,0.1,.000,1.6,3.6,.448,.434,1.6,2.3,.695,0.7,1.6,2.4,0.9,0.2,0.1,0.7,1.2,4.8
2323,Carl Landry,landrca01,2007-08,24,HOU,NBA,PF,42,0,16.9,3.2,5.2,.616,0.0,0.0,.000,3.2,5.2,.619,.616,1.7,2.6,.661,2.3,2.6,4.9,0.5,0.4,0.2,0.6,2.3,8.1
2324,Marcus Landry,landrma01,2009-10,24,TOT,NBA,SF,18,0,6.2,0.9,2.4,.372,0.5,1.6,.321,0.4,0.8,.467,.477,0.2,0.3,.600,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4
2325,Mark Landsberger,landsma01,1977-78,22,CHI,NBA,PF,62,,14.9,2.0,4.0,.506,,,,2.0,4.0,.506,.506,1.5,2.5,.580,1.8,3.1,4.9,0.7,0.3,0.1,1.1,1.3,5.6
2326,Jerome Lane,laneje01,1988-89,22,DEN,NBA,PF,54,1,10.2,2.0,4.7,.426,0.0,0.1,.000,2.0,4.6,.438,.426,0.8,2.1,.384,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1.9,4.8
2327,Andrew Lang,langan01,1988-89,22,PHO,NBA,C,62,25,8.5,1.0,1.9,.513,0.0,0.0,,1.0,1.9,.513,.513,0.6,1.0,.650,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.8,2.6
2328,Antonio Lang,langan02,1994-95,22,PHO,NBA,SF,12,0,4.4,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.3,0.3,.750,0.3,0.1,0.3,0.1,0.0,0.2,0.4,0.9,0.9
2329,James Lang,langja01,2006-07,23,WAS,NBA,C,11,0,5.0,0.4,0.8,.444,0.0,0.0,,0.4,0.8,.444,.444,0.3,0.5,.600,0.5,0.5,1.0,0.2,0.0,0.3,0.2,1.3,1.0
2330,Trajan Langdon,langdtr01,1999-00,23,CLE,NBA,SG,10,0,14.5,1.5,4.0,.375,0.8,1.9,.421,0.7,2.1,.333,.475,1.1,1.1,1.000,0.4,1.1,1.5,1.1,0.5,0.0,0.6,1.6,4.9
2331,Keith Langford,langfke01,2007-08,24,SAS,NBA,SG,2,0,5.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
2332,Dan Langhi,langhda01,2000-01,23,HOU,NBA,SF,33,0,7.3,1.1,3.0,.374,0.0,0.0,.000,1.1,3.0,.378,.374,0.5,0.9,.552,0.4,0.8,1.2,0.1,0.2,0.0,0.2,0.5,2.7
2333,Bob Lanier,laniebo01,1970-71,22,DET,NBA,C,82,,24.6,6.1,13.5,.455,,,,6.1,13.5,.455,.455,3.3,4.6,.726,,,8.1,1.8,,,,3.3,15.6
2335,Nicolas Laprovittola,laproni01,2016-17,27,SAS,NBA,PG,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
2337,Shane Larkin,larkish01,2013-14,21,DAL,NBA,PG,48,0,10.2,1.1,2.9,.380,0.3,0.8,.316,0.8,2.1,.404,.423,0.3,0.5,.640,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8
2338,Rusty LaRue,larueru01,1997-98,24,CHI,NBA,PG,14,0,10.0,1.4,3.5,.408,0.3,1.1,.250,1.1,2.4,.485,.449,0.4,0.6,.625,0.1,0.5,0.6,0.4,0.2,0.1,0.4,0.9,3.5
2341,Stephane Lasme,lasmest01,2007-08,25,TOT,NBA,PF-SF,16,4,18.9,2.0,4.4,.451,0.0,0.0,,2.0,4.4,.451,.451,1.2,2.0,.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2
2342,Dave Lattin,lattida01,1967-68,24,SFW,NBA,PF,44,,5.8,0.8,2.3,.363,,,,0.8,2.3,.363,.363,0.5,0.8,.697,,,2.4,0.3,,,,2.1,2.2
2343,Priest Lauderdale,laudepr01,1996-97,23,ATL,NBA,C,35,0,5.1,1.4,2.5,.551,0.0,0.0,.000,1.4,2.5,.557,.551,0.4,0.7,.565,0.5,0.8,1.2,0.3,0.0,0.3,1.1,1.1,3.2
2347,Joffrey Lauvergne,lauvejo01,2014-15,23,DEN,NBA,C,24,1,11.2,1.5,3.7,.404,0.1,0.7,.188,1.4,3.0,.452,.421,0.8,1.2,.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9
2349,Zach LaVine,lavinza01,2014-15,19,MIN,NBA,PG,77,40,24.7,3.7,8.8,.422,0.7,2.2,.341,3.0,6.6,.449,.465,1.9,2.3,.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1
2351,Acie Law,lawac01,2007-08,23,ATL,NBA,PG,56,6,15.4,1.7,4.2,.401,0.1,0.6,.206,1.6,3.6,.433,.416,0.7,0.9,.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,4.2
2352,Gani Lawal,lawalga01,2010-11,22,PHO,NBA,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2353,Edmund Lawrence,lawreed01,1980-81,28,DET,NBA,C,3,,6.3,1.7,2.7,.625,0.0,0.0,,1.7,2.7,.625,.625,0.7,1.3,.500,0.7,0.7,1.3,0.3,0.3,0.0,0.3,2.0,4.0
2354,Jason Lawson,lawsoja01,1997-98,23,ORL,NBA,C,17,0,4.7,0.5,0.9,.600,0.0,0.0,,0.5,0.9,.600,.600,0.5,0.6,.800,0.5,1.1,1.6,0.3,0.2,0.2,0.1,0.8,1.5
2355,Ty Lawson,lawsoty01,2009-10,22,DEN,NBA,PG,65,8,20.3,3.1,6.0,.515,0.5,1.3,.410,2.6,4.7,.544,.559,1.6,2.2,.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3
2356,Jake Layman,laymaja01,2016-17,22,POR,NBA,SF,35,1,7.1,0.7,2.5,.292,0.4,1.5,.255,0.4,1.1,.342,.365,0.4,0.5,.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2
2357,Mo Layton,laytomo01,1971-72,23,PHO,NBA,PG,80,,23.1,3.8,9.0,.424,,,,3.8,9.0,.424,.424,1.5,2.1,.739,,,2.1,3.1,,,,2.7,9.1
2358,T.J. Leaf,leaftj01,2017-18,20,IND,NBA,PF,50,0,8.6,1.1,2.4,.471,0.4,0.8,.462,0.8,1.6,.476,.545,0.2,0.2,.667,0.5,1.0,1.5,0.2,0.1,0.1,0.2,0.9,2.8
2359,Manny Leaks,leaksma01,1968-69,23,TOT,ABA,C,78,,26.8,3.8,9.7,.396,0.0,0.0,.000,3.8,9.7,.396,.396,2.1,2.9,.699,4.1,5.7,9.8,1.2,,,1.2,3.2,9.7
2361,Allen Leavell,leaveal01,1979-80,22,HOU,NBA,PG,77,,27.6,4.3,8.5,.503,0.0,0.2,.158,4.2,8.3,.513,.505,2.3,2.9,.814,0.7,1.6,2.4,5.4,1.6,0.4,2.7,2.6,10.9
2362,Jeff Lebo,leboje01,1989-90,23,SAS,NBA,SG,4,0,8.0,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.5,0.5,1.000,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.8,1.5
2363,Eric Leckner,leckner01,1988-89,22,UTA,NBA,C,75,0,10.4,1.6,2.9,.545,0.0,0.0,,1.6,2.9,.545,.545,1.1,1.5,.699,0.6,2.0,2.7,0.2,0.1,0.3,0.9,2.3,4.3
2364,Ricky Ledo,ledori01,2013-14,21,DAL,NBA,SG,11,0,3.0,0.5,1.5,.353,0.3,0.7,.375,0.3,0.8,.333,.441,0.4,0.4,1.000,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.2,1.7
2365,Butch Lee,leebu01,1978-79,22,TOT,NBA,PG,82,,21.7,3.5,7.7,.457,,,,3.5,7.7,.457,.457,2.1,2.8,.761,0.4,1.1,1.5,3.6,1.0,0.0,1.9,1.8,9.2
2367,Courtney Lee,leeco01,2008-09,23,ORL,NBA,SG,77,42,25.2,3.2,7.0,.450,1.1,2.6,.404,2.1,4.4,.478,.526,1.0,1.2,.830,0.2,2.1,2.3,1.2,1.0,0.2,0.9,2.0,8.4
2368,Damion Lee,leeda03,2017-18,25,ATL,NBA,SG,10,7,26.0,3.6,8.7,.414,1.0,3.7,.270,2.6,5.0,.520,.471,1.6,2.1,.762,0.4,3.7,4.1,1.9,1.3,0.1,0.8,1.2,9.8
2370,David Lee,leeda02,2005-06,22,NYK,NBA,SF,67,14,16.9,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,.596,1.1,1.8,.577,1.6,2.9,4.5,0.6,0.4,0.3,0.8,1.9,5.1
2372,Doug Lee,leedo01,1991-92,27,NJN,NBA,SG,46,0,6.7,1.1,2.5,.431,0.2,0.8,.270,0.9,1.7,.506,.474,0.2,0.4,.526,0.4,0.4,0.8,0.5,0.2,0.0,0.3,0.8,2.6
2374,Greg Lee,leegr01,1974-75,23,SDA,ABA,PG,5,,12.6,1.6,3.0,.533,0.0,0.0,,1.6,3.0,.533,.533,0.4,0.4,1.000,0.2,0.4,0.6,2.6,0.8,0.0,1.2,1.2,3.6
2375,Keith Lee,leeke01,1985-86,23,CLE,NBA,PF,58,38,20.6,3.1,6.6,.466,0.0,0.2,.222,3.0,6.4,.472,.468,1.3,1.7,.781,2.0,4.1,6.1,1.2,0.5,0.6,1.3,3.5,7.4
2376,Kurk Lee,leeku01,1990-91,23,NJN,NBA,PG,48,0,5.5,0.4,1.5,.268,0.1,0.3,.200,0.3,1.2,.286,.289,0.5,0.6,.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4
2377,Malcolm Lee,leema01,2011-12,21,MIN,NBA,SG,19,0,12.8,1.2,3.1,.390,0.1,0.5,.200,1.1,2.6,.429,.407,0.7,0.9,.824,0.5,0.9,1.4,1.6,0.4,0.2,0.9,1.2,3.3
2378,Rock Lee,leero02,1981-82,26,SDC,NBA,C,2,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,2.0,.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0
2379,Ron Lee,leero01,1976-77,24,PHO,NBA,PG,82,,22.5,4.2,9.6,.441,,,,4.2,9.6,.441,.441,1.7,2.6,.676,1.2,2.4,3.6,3.2,1.9,0.4,,3.4,10.2
2383,Tim Legler,legleti01,1989-90,23,PHO,NBA,SG,11,0,7.5,1.0,2.6,.379,0.0,0.1,.000,1.0,2.5,.393,.379,0.5,0.5,1.000,0.4,0.4,0.7,0.5,0.2,0.0,0.4,1.1,2.5
2384,George Lehmann,lehmage01,1967-68,25,STL,NBA,PG,55,,9.0,1.1,3.1,.343,,,,1.1,3.1,.343,.343,0.6,0.8,.814,,,0.8,1.7,,,,1.0,2.8
2385,"Walt Lemon, Jr.",lemonwa01,2017-18,25,NOP,NBA,PG,5,0,7.0,1.4,3.2,.438,0.2,0.2,1.000,1.2,3.0,.400,.469,0.4,0.6,.667,0.0,0.4,0.4,1.0,0.0,0.2,0.8,1.0,3.4
2386,Alex Len,lenal01,2013-14,20,PHO,NBA,C,42,3,8.6,0.8,1.9,.423,0.0,0.0,,0.8,1.9,.423,.423,0.5,0.7,.645,0.9,1.4,2.4,0.1,0.1,0.4,0.6,1.6,2.0
2387,Voshon Lenard,lenarvo01,1995-96,22,MIA,NBA,SG,30,0,10.8,1.8,4.7,.376,1.2,3.4,.356,0.6,1.3,.425,.504,1.1,1.4,.791,0.4,1.3,1.7,1.0,0.2,0.0,0.8,1.0,5.9
2389,Gary Leonard,leonaga01,1989-90,22,MIN,NBA,C,22,0,5.8,0.6,1.4,.419,0.0,0.0,.000,0.6,1.4,.433,.419,0.3,0.6,.429,0.5,0.8,1.2,0.0,0.1,0.4,0.4,1.2,1.5
2390,Kawhi Leonard,leonaka01,2011-12,20,SAS,NBA,SF,64,39,24.0,3.1,6.3,.493,0.6,1.7,.376,2.5,4.6,.536,.543,1.1,1.4,.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9
2391,Meyers Leonard,leoname01,2012-13,20,POR,NBA,C,69,9,17.5,2.2,4.0,.545,0.0,0.1,.429,2.1,3.9,.548,.551,1.0,1.3,.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5
2393,Jim Les,lesji01,1988-89,25,UTA,NBA,PG,82,0,9.5,0.5,1.6,.301,0.0,0.2,.071,0.5,1.5,.328,.305,0.7,0.9,.781,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.1,1.7
2394,Travis Leslie,leslitr01,2011-12,21,LAC,NBA,SG,10,0,4.5,0.5,1.4,.357,0.0,0.0,,0.5,1.4,.357,.357,0.4,0.9,.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4
2395,Ronnie Lester,lestero01,1980-81,22,CHI,NBA,PG,8,,10.4,1.3,3.0,.417,0.0,0.0,,1.3,3.0,.417,.417,1.3,1.4,.909,0.4,0.4,0.8,0.9,0.3,0.0,1.1,0.6,3.8
2396,Clifford Lett,lettcl01,1989-90,24,CHI,NBA,PG,4,0,7.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,2.0,1.0
2397,Jon Leuer,leuerjo01,2011-12,22,MIL,NBA,PF,46,12,12.1,2.1,4.2,.508,0.1,0.2,.333,2.0,4.0,.516,.516,0.5,0.6,.750,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1.5,4.7
2399,Fat Lever,leverfa01,1982-83,22,POR,NBA,PG,81,45,24.9,3.2,7.3,.431,0.1,0.2,.333,3.1,7.1,.434,.435,1.4,2.0,.730,1.0,1.7,2.8,5.3,1.9,0.2,1.7,2.2,7.8
2400,Caris LeVert,leverca01,2016-17,22,BRK,NBA,SF,57,26,21.7,3.0,6.7,.450,1.0,3.2,.321,2.0,3.4,.571,.528,1.2,1.6,.720,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2
2401,Cliff Levingston,levincl01,1982-83,22,DET,NBA,PF,62,5,14.2,2.1,4.4,.485,0.0,0.0,.000,2.1,4.3,.487,.485,1.4,2.4,.571,1.7,2.1,3.7,0.8,0.4,0.6,1.2,2.0,5.6
2403,Cedric Lewis,lewisce01,1995-96,26,WSB,NBA,C,3,0,1.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3
2405,Freddie Lewis,lewisfr02,1966-67,23,CIN,NBA,PG,32,,10.4,1.9,4.8,.392,,,,1.9,4.8,.392,.392,0.9,1.3,.707,,,1.4,1.3,,,,1.5,4.7
2407,Martin Lewis,lewisma01,1995-96,20,TOR,NBA,SF,16,0,11.8,1.8,3.8,.483,0.1,0.4,.286,1.7,3.3,.509,.500,0.9,1.6,.600,0.9,0.9,1.8,0.2,0.5,0.2,0.9,1.3,4.7
2408,Mike Lewis,lewismi01,1968-69,22,TOT,ABA,C,76,,21.3,3.3,7.4,.436,0.0,0.1,.000,3.3,7.4,.440,.436,2.0,3.1,.651,3.6,4.8,8.3,1.4,,,1.8,3.2,8.5
2409,Quincy Lewis,lewisqu01,1999-00,22,UTA,NBA,SG,74,0,12.1,1.5,4.0,.372,0.3,0.9,.365,1.2,3.2,.374,.411,0.5,0.7,.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8
2410,Ralph Lewis,lewisra01,1987-88,24,DET,NBA,SG,50,0,6.2,0.5,1.7,.310,0.0,0.0,.000,0.5,1.7,.314,.310,0.6,1.0,.604,0.3,0.7,1.0,0.3,0.3,0.1,0.4,0.7,1.7
2411,Rashard Lewis,lewisra02,1998-99,19,SEA,NBA,SF,20,7,7.3,1.0,2.6,.365,0.1,0.3,.167,0.9,2.3,.391,.375,0.4,0.7,.571,0.7,0.6,1.3,0.2,0.4,0.1,1.0,1.0,2.4
2412,Reggie Lewis,lewisre01,1987-88,22,BOS,NBA,SG,49,0,8.3,1.8,3.9,.466,0.0,0.1,.000,1.8,3.9,.476,.466,0.8,1.2,.702,0.6,0.7,1.3,0.5,0.3,0.3,0.6,1.1,4.5
2413,Marcus Liberty,liberma01,1990-91,22,DEN,NBA,SF,76,18,15.4,2.8,6.8,.421,0.2,0.8,.298,2.6,6.0,.436,.438,0.8,1.2,.630,1.5,1.4,2.9,0.8,0.6,0.3,0.9,2.0,6.7
2414,Todd Lichti,lichtto01,1989-90,23,DEN,NBA,SG,79,4,16.8,3.2,6.5,.486,0.0,0.2,.000,3.2,6.3,.500,.486,1.6,2.2,.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8.0
2416,DeAndre Liggins,liggide01,2011-12,23,ORL,NBA,SF,17,0,6.8,0.7,1.5,.480,0.0,0.2,.000,0.7,1.2,.571,.480,0.5,1.1,.474,0.4,0.5,0.9,0.3,0.4,0.0,0.6,0.4,1.9
