,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
4129,Kelvin Upshaw,upshake01,Career,,,NBA,,120,1,1518,8.6,19.0,.453,0.5,1.9,.237,8.2,17.1,.477,3.3,4.1,.795,1.3,3.4,4.7,8.3,2.6,0.3,3.9,6.8,20.9,,102,110
4130,Jarrod Uthoff,uthofja01,Career,,,NBA,,9,0,115,7.2,17.2,.421,1.4,4.1,.333,5.9,13.1,.448,2.3,3.2,.714,3.6,6.3,10.0,4.1,0.9,1.8,1.4,3.6,18.1,,107,109
4131,Ben Uzoh,uzohbe01,Career,,,NBA,,60,8,808,6.4,16.1,.395,0.2,0.6,.333,6.2,15.5,.397,2.9,5.0,.587,3.2,5.2,8.5,8.6,2.0,0.7,2.9,4.0,15.8,,98,108
4133,Jonas Valanciunas,valanjo01,Career,,,NBA,,435,429,11104,9.2,16.5,.558,0.1,0.3,.417,9.1,16.2,.561,4.9,6.3,.784,5.3,11.9,17.1,1.5,0.8,2.1,3.0,5.6,23.5,,118,104
4134,Darnell Valentine,valenda01,Career,,,NBA,,620,345,14395,6.6,15.1,.437,0.1,0.5,.261,6.5,14.6,.443,4.5,5.8,.787,1.2,3.2,4.4,10.2,3.0,0.2,4.1,4.5,17.9,,103,108
4135,Denzel Valentine,valende01,Career,,,NBA,,134,37,3071,6.5,16.2,.399,3.5,9.3,.374,3.0,6.9,.434,0.8,1.1,.754,0.9,7.8,8.7,4.9,1.5,0.3,2.4,4.4,17.3,,102,110
4136,Ronnie Valentine,valenro01,Career,,,NBA,,24,,123,13.2,34.8,.378,0.4,0.7,.500,12.8,34.1,.375,3.2,6.8,.474,3.6,7.1,10.7,2.5,2.5,1.4,5.7,8.2,29.9,,80,106
4141,Jan van Breda Kolff,vanbrja01,Career,,,TOT,,598,0,13772,4.3,9.6,.444,0.1,0.2,.282,4.2,9.5,.446,3.5,4.2,.821,2.5,5.9,8.4,3.8,1.6,1.5,2.5,5.1,12.1,,101,103
4142,Nick Van Exel,vanexni01,Career,,,NBA,,880,670,28969,8.3,20.5,.405,2.7,7.7,.357,5.6,12.9,.433,3.3,4.2,.794,0.7,3.9,4.6,10.3,1.3,0.2,3.3,2.5,22.7,,108,110
4143,Keith Van Horn,vanhoke01,Career,,,NBA,,575,463,18150,9.8,22.2,.443,1.7,4.8,.361,8.1,17.4,.466,5.3,6.3,.835,3.3,8.1,11.3,2.6,1.4,0.9,3.7,5.0,26.7,,105,104
4145,Dennis Van Zant,vanzade01,Career,,,ABA,,1,,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,45.0,45.0,1.000,0.0,22.5,22.5,0.0,0.0,0.0,0.0,22.5,45.0,,250,96
4147,Logan Vander Velden,vandelo01,Career,,,NBA,,15,0,31,5.0,23.3,.214,0.0,8.3,.000,5.0,15.0,.333,5.0,6.6,.750,1.7,8.3,10.0,1.7,0.0,0.0,0.0,6.6,15.0,,75,113
4149,Kiki Vandeweghe,vandeki01,Career,,,NBA,,810,548,24521,11.4,21.8,.525,0.4,1.1,.368,11.0,20.7,.533,6.5,7.4,.872,1.7,3.5,5.2,3.1,0.9,0.5,2.4,2.9,29.7,,119,113
4150,Nick Vanos,vanosni01,Career,,,NBA,,68,14,842,4.9,12.8,.383,0.0,0.1,.000,4.9,12.7,.386,2.6,4.6,.561,4.9,8.4,13.3,3.3,1.2,1.6,3.8,7.1,12.3,,88,108
4151,David Vanterpool,vanteda01,Career,,,NBA,,22,0,411,5.8,13.9,.418,0.0,0.8,.000,5.8,13.1,.442,3.8,6.3,.600,1.9,2.8,4.7,8.3,2.9,0.4,4.7,5.5,15.4,,92,108
4152,Fred VanVleet,vanvlfr01,Career,,,NBA,,108,0,1726,7.4,17.9,.417,3.2,7.8,.410,4.2,10.1,.422,2.8,3.4,.831,0.8,5.4,6.2,7.4,2.3,0.6,2.4,4.6,20.9,,113,107
4153,Ratko Varda,vardara01,Career,,,NBA,,1,0,6,17.8,26.7,.667,0.0,0.0,,17.8,26.7,.667,8.9,8.9,1.000,0.0,8.9,8.9,0.0,0.0,0.0,8.9,26.7,44.4,,102,105
4154,Anderson Varejao,varejan01,Career,,,NBA,,627,209,15051,6.3,12.4,.510,0.0,0.1,.024,6.3,12.2,.516,3.3,5.3,.631,5.3,10.5,15.8,2.6,1.9,1.4,2.1,5.7,15.9,,114,102
4155,Jarvis Varnado,varnaja01,Career,,,NBA,,37,0,397,4.8,8.3,.582,0.0,0.0,,4.8,8.3,.582,3.6,6.9,.518,2.6,6.3,8.9,2.0,1.4,3.8,2.0,8.9,13.2,,110,107
4156,Greivis Vasquez,vasqugr01,Career,,,NBA,,401,157,9520,7.7,18.3,.418,2.3,6.6,.349,5.4,11.8,.456,2.3,2.9,.817,0.7,5.0,5.7,10.7,1.3,0.2,4.2,4.3,19.9,,104,110
4158,David Vaughn,vaughda01,Career,,,ABA,,93,,2593,7.9,18.9,.421,0.0,0.0,.000,7.9,18.8,.422,2.4,4.3,.549,5.2,11.5,16.7,2.5,1.4,2.3,3.7,5.3,18.3,,91,102
4159,David Vaughn,vaughda02,Career,,,NBA,,118,8,1156,6.3,14.8,.423,0.0,0.1,.000,6.3,14.7,.425,3.1,4.8,.638,6.1,10.4,16.5,1.6,1.4,2.2,4.5,9.9,15.6,,89,102
4160,Jacque Vaughn,vaughja01,Career,,,NBA,,776,123,12658,5.5,12.7,.429,0.4,1.1,.352,5.1,11.6,.437,3.2,4.1,.779,0.6,3.7,4.3,8.1,1.7,0.1,3.3,5.3,14.5,,100,107
4161,Rashad Vaughn,vaughra01,Career,,,NBA,,139,8,1671,4.9,14.5,.337,2.5,8.0,.313,2.4,6.5,.366,0.5,0.8,.692,0.5,4.3,4.8,2.3,1.6,0.9,1.5,3.6,12.8,,88,111
4163,Loy Vaught,vaughlo01,Career,,,NBA,,689,354,16993,9.1,18.0,.504,0.1,0.3,.244,9.0,17.8,.508,2.5,3.5,.718,4.4,10.1,14.5,1.9,1.5,0.7,2.4,4.8,20.8,,107,106
4164,Bob Verga,vergabo01,Career,,,TOT,,21,,216,8.6,19.0,.438,,,.296,8.6,19.0,.449,4.1,6.6,.749,2.3,1.4,3.7,3.5,2.5,0.0,0.0,4.5,21.3,,,105
4165,Pete Verhoeven,verhope01,Career,,,NBA,,282,27,3220,6.3,12.5,.505,0.0,0.1,.250,6.3,12.5,.506,2.0,2.9,.689,4.0,5.4,9.4,2.2,1.9,1.0,2.4,9.1,14.6,,107,108
4166,Jan Vesely,veselja01,Career,,,NBA,,162,25,2455,5.5,10.6,.521,0.0,0.0,.000,5.5,10.5,.523,1.3,3.3,.408,4.7,7.1,11.8,2.0,2.2,1.8,2.6,8.1,12.4,,101,103
4167,Gundars Vetra,vetragu01,Career,,,NBA,,13,0,89,10.9,23.0,.475,1.7,1.7,1.000,9.2,21.3,.432,2.3,3.4,.667,2.3,2.3,4.6,3.4,1.1,0.0,1.1,6.9,25.9,,111,116
4168,Joao Vianna,viannjo01,Career,,,NBA,,1,0,9,5.6,11.3,.500,0.0,0.0,,5.6,11.3,.500,0.0,0.0,,0.0,0.0,0.0,11.3,0.0,0.0,5.6,16.9,11.3,,88,119
4169,Charlie Villanueva,villach01,Career,,,NBA,,656,163,13578,10.3,23.6,.435,2.8,8.1,.341,7.5,15.5,.484,3.1,4.0,.772,3.1,8.6,11.7,2.1,1.3,1.4,2.5,5.6,26.4,,105,109
4170,Jay Vincent,vinceja01,Career,,,NBA,,576,225,15556,10.7,22.5,.474,0.0,0.1,.148,10.7,22.4,.475,5.3,6.8,.784,3.0,6.7,9.7,3.4,1.3,0.5,3.4,5.0,26.7,,106,109
4171,Sam Vincent,vincesa01,Career,,,NBA,,396,168,7527,7.5,16.6,.449,0.1,0.6,.182,7.4,16.1,.458,4.9,5.7,.863,1.0,4.2,5.3,9.9,1.7,0.4,4.2,3.8,19.9,,105,111
4172,Marcus Vinicius,vincima01,Career,,,NBA,,26,0,172,5.0,10.8,.457,2.5,5.9,.421,2.5,5.0,.500,3.1,5.6,.556,0.9,5.0,5.9,2.2,0.9,0.6,2.8,4.3,15.5,,103,109
4173,Fred Vinson,vinsofr01,Career,,,NBA,,13,0,67,4.7,18.7,.250,2.3,10.1,.231,2.3,8.6,.273,1.6,2.3,.667,0.0,0.8,0.8,0.8,2.3,0.0,4.7,4.7,13.2,,59,109
4175,Gary Voce,vocega01,Career,,,NBA,,1,0,4,12.6,37.9,.333,0.0,0.0,,12.6,37.9,.333,0.0,0.0,,25.3,0.0,25.3,0.0,0.0,0.0,0.0,0.0,25.3,,102,116
4177,Alexander Volkov,volkoal01,Career,,,NBA,,149,31,2453,7.8,17.2,.455,1.0,2.9,.333,6.9,14.3,.480,3.9,6.4,.613,3.1,4.6,7.7,6.7,2.1,1.0,3.1,6.9,20.5,,108,110
4179,Noah Vonleh,vonleno01,Career,,,NBA,,230,113,3566,5.3,12.0,.445,0.6,2.0,.299,4.7,10.0,.475,2.1,3.2,.670,4.5,10.7,15.2,1.4,1.1,1.1,2.2,5.5,13.4,,103,107
4180,Jake Voskuhl,voskuja01,Career,,,NBA,,450,93,6443,5.4,11.1,.487,0.0,0.0,.333,5.4,11.1,.488,3.8,5.3,.714,4.5,7.9,12.4,1.9,1.2,1.3,2.7,9.4,14.6,,106,106
4181,Danny Vranes,vraneda01,Career,,,NBA,,510,246,10624,4.8,9.7,.496,0.0,0.1,.105,4.8,9.6,.499,2.3,4.0,.570,3.5,5.6,9.1,2.7,1.5,1.2,2.4,6.2,11.9,,103,107
4182,Slavko Vranes,vranesl01,Career,,,NBA,,1,0,3,0.0,18.6,.000,0.0,0.0,,0.0,18.6,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,,0,114
4183,Stojko Vrankovic,vrankst01,Career,,,NBA,,170,73,2050,5.0,10.5,.477,0.0,0.0,,5.0,10.5,.477,2.0,3.3,.598,3.9,9.1,13.1,1.5,0.6,4.5,3.3,8.1,12.0,,93,106
4184,Brett Vroman,vromabr01,Career,,,NBA,,11,,93,5.3,14.3,.370,0.0,0.5,.000,5.3,13.7,.385,7.4,10.0,.737,3.7,9.5,13.2,4.8,2.6,2.6,4.8,13.7,18.0,,94,103
4185,Jackson Vroman,vromaja01,Career,,,NBA,,87,20,1111,5.3,12.9,.408,0.0,0.1,.000,5.3,12.8,.412,3.4,5.8,.580,4.7,8.0,12.7,2.5,1.8,1.5,4.1,8.9,13.9,,87,105
4186,Nikola Vucevic,vucevni01,Career,,,NBA,,452,391,13511,11.2,22.4,.499,0.4,1.1,.311,10.8,21.3,.509,2.5,3.4,.729,4.6,12.1,16.7,3.7,1.4,1.6,2.9,4.5,25.2,,106,105
4187,Sasha Vujacic,vujacsa01,Career,,,NBA,,581,58,8908,6.2,16.0,.390,3.1,8.4,.367,3.1,7.6,.415,2.4,2.8,.858,1.2,5.2,6.3,4.3,2.0,0.2,1.9,5.1,18.0,,108,108
4188,Dwyane Wade,wadedw01,Career,,,NBA,,978,907,33804,12.5,25.9,.483,0.7,2.5,.288,11.8,23.4,.504,8.6,11.2,.767,1.9,5.4,7.2,8.4,2.4,1.3,4.9,3.4,34.3,,109,104
4189,Mark Wade,wadema01,Career,,,NBA,,12,0,126,1.1,7.5,.150,0.0,0.8,.000,1.1,6.8,.167,0.8,1.5,.500,1.1,4.5,5.6,13.5,2.6,0.4,4.9,4.9,3.0,,67,112
4190,Von Wafer,wafervo01,Career,,,NBA,,200,14,2475,8.4,19.9,.420,2.2,6.7,.325,6.2,13.2,.469,3.7,4.9,.751,0.8,4.2,5.0,3.1,1.6,0.4,2.7,3.3,22.6,,100,106
4192,Dajuan Wagner,wagneda02,Career,,,NBA,,103,28,2202,8.3,22.7,.366,2.2,6.7,.321,6.2,16.0,.385,3.9,5.0,.770,0.7,2.7,3.3,4.6,1.6,0.3,3.2,5.0,22.6,,93,110
4194,Milt Wagner,wagnemi01,Career,,,NBA,,53,5,496,8.4,19.9,.422,0.8,2.6,.296,7.6,17.3,.441,3.4,3.9,.875,0.4,3.0,3.4,7.4,0.8,0.7,3.3,5.5,21.0,,101,112
4196,Dion Waiters,waitedi01,Career,,,NBA,,365,183,10490,9.0,22.0,.412,2.2,6.4,.341,6.9,15.5,.441,3.3,4.7,.701,0.8,3.9,4.7,4.9,1.7,0.5,3.3,3.5,23.6,,98,109
4197,Granville Waiters,waitegr01,Career,,,NBA,,249,39,2547,5.0,10.9,.458,0.0,0.1,.000,5.0,10.9,.462,1.2,2.2,.559,3.4,6.6,10.0,2.2,1.0,3.4,2.8,7.6,11.3,,92,106
4198,Andre Wakefield,wakefan01,Career,,,NBA,,81,,633,4.8,13.7,.354,0.0,0.0,,4.8,13.7,.354,3.6,5.1,.708,1.8,3.9,5.7,5.2,1.4,0.1,5.8,5.9,13.3,,77,108
4201,Antoine Walker,walkean02,Career,,,NBA,,893,707,31531,10.0,24.2,.414,2.3,7.0,.325,7.7,17.2,.450,3.4,5.4,.633,3.1,8.2,11.3,5.2,1.8,0.8,4.1,4.1,25.7,,97,105
4204,Darrell Walker,walkeda01,Career,,,NBA,,720,356,18601,6.4,14.8,.435,0.0,0.3,.059,6.4,14.5,.441,3.8,5.3,.713,2.8,5.4,8.2,8.5,2.8,0.6,3.8,4.8,16.6,,101,106
4205,Foots Walker,walkefo01,Career,,,NBA,,658,64,15036,4.8,10.9,.435,0.1,0.3,.227,4.7,10.8,.437,3.4,4.5,.762,1.4,3.8,5.2,9.6,3.1,0.3,2.4,4.4,13.0,,106,102
4206,Henry Walker,walkebi01,Career,,,NBA,,181,35,3016,6.6,14.8,.446,3.2,8.8,.369,3.3,6.0,.560,2.0,2.6,.760,0.9,5.9,6.8,2.6,1.6,0.5,2.4,6.4,18.4,,107,108
4209,Kemba Walker,walkeke02,Career,,,NBA,,519,474,17640,9.9,23.8,.415,2.9,8.2,.359,6.9,15.6,.444,5.8,7.0,.833,0.9,4.8,5.6,8.1,2.0,0.6,3.2,2.3,28.5,,108,108
4210,Kenny Walker,walkeke01,Career,,,NBA,,448,160,9050,6.7,13.8,.485,0.0,0.2,.206,6.6,13.6,.489,3.5,4.6,.749,4.0,5.7,9.7,1.6,1.3,1.6,1.9,6.4,16.8,,112,109
4212,Samaki Walker,walkesa01,Career,,,NBA,,445,143,7612,6.5,14.1,.462,0.0,0.1,.111,6.5,14.0,.464,3.5,5.5,.630,4.4,10.2,14.5,1.8,0.9,2.2,2.8,6.2,16.5,,100,101
4213,Wally Walker,walkewa01,Career,,,NBA,,565,147,10168,7.9,17.0,.467,0.0,0.1,.200,7.9,16.9,.468,2.4,3.8,.643,2.9,5.2,8.1,3.9,1.0,0.5,2.8,5.1,18.3,,100,106
4214,John Wall,walljo01,Career,,,NBA,,538,526,19333,9.6,22.3,.432,1.3,3.9,.325,8.4,18.4,.454,6.1,7.7,.786,0.8,5.3,6.2,13.0,2.4,1.0,5.4,3.2,26.6,,104,106
4215,Ben Wallace,wallabe01,Career,,,NBA,,1088,912,32085,4.3,9.0,.474,0.0,0.1,.137,4.3,8.9,.477,1.8,4.4,.414,5.7,11.7,17.4,2.4,2.3,3.5,1.8,3.4,10.4,,106,96
4216,Gerald Wallace,wallage01,Career,,,NBA,,832,611,24731,7.5,16.0,.469,0.9,2.8,.312,6.6,13.2,.502,5.3,7.5,.709,2.4,7.9,10.3,3.7,2.6,1.5,3.2,3.9,21.2,,107,103
4217,John Wallace,wallajo01,Career,,,NBA,,381,45,6143,9.9,21.4,.462,0.1,0.4,.300,9.7,21.0,.465,5.0,6.7,.740,2.8,6.3,9.1,2.4,1.1,1.9,4.0,6.0,24.9,,98,106
4218,Rasheed Wallace,wallara01,Career,,,NBA,,1109,956,36243,9.4,20.2,.467,1.6,4.8,.336,7.8,15.3,.508,3.4,4.7,.721,2.4,8.7,11.0,3.0,1.6,2.2,2.5,4.9,23.8,,107,101
4220,Tyrone Wallace,wallaty01,Career,,,NBA,,25,15,700,6.3,14.0,.450,0.7,2.2,.323,5.6,11.9,.474,3.8,4.9,.786,1.2,5.3,6.5,4.0,1.6,0.8,2.4,4.7,17.2,,106,111
4222,Jamie Waller,walleja01,Career,,,NBA,,9,0,91,8.6,21.4,.400,0.0,1.1,.000,8.6,20.3,.421,5.4,9.6,.556,4.8,2.1,7.0,1.6,2.1,0.5,5.9,7.0,22.5,,83,111
4223,Taurean Prince,princta02,Career,,,NBA,,136,87,3306,7.3,17.5,.415,2.8,7.7,.370,4.4,9.8,.450,3.2,3.9,.819,1.1,6.7,7.8,3.7,1.8,1.0,3.5,3.8,20.5,,98,109
4225,Matt Walsh,walshma01,Career,,,NBA,,2,0,3,17.5,17.5,1.000,0.0,0.0,,17.5,17.5,1.000,0.0,34.9,.000,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,34.9,,42,113
4226,Rex Walters,waltere01,Career,,,NBA,,335,67,4602,6.5,14.7,.441,2.1,5.9,.361,4.4,8.8,.495,2.4,3.0,.809,0.9,3.7,4.6,6.5,1.5,0.3,3.3,5.0,17.5,,107,111
4229,Bill Walton,waltobi01,Career,,,NBA,,468,117,13250,8.9,17.1,.521,0.0,0.0,.000,8.9,17.1,.521,3.9,5.9,.660,3.8,13.3,17.1,5.5,1.3,3.6,3.0,4.5,21.6,,103,96
4230,Derrick Walton,waltode01,Career,,,NBA,,15,0,142,2.8,8.5,.333,2.5,6.0,.412,0.4,2.5,.143,2.1,2.1,1.000,0.7,5.0,5.7,5.3,2.1,1.1,0.7,2.1,10.3,,125,107
4231,Lloyd Walton,waltoll01,Career,,,NBA,,341,,5387,5.1,11.1,.454,0.0,0.1,.250,5.1,11.1,.455,2.1,2.9,.711,1.0,2.1,3.1,10.5,2.2,0.2,3.6,3.1,12.2,,97,106
4232,Luke Walton,waltolu01,Career,,,NBA,,564,138,9685,5.6,13.1,.429,1.0,3.0,.326,4.6,10.1,.459,2.0,2.7,.715,2.6,5.9,8.5,7.0,1.7,0.5,3.2,4.3,14.1,,103,108
4235,Charlie Ward,wardch01,Career,,,NBA,,630,285,14080,5.4,13.1,.408,2.4,6.7,.364,2.9,6.4,.455,1.9,2.5,.771,0.9,5.4,6.3,9.7,3.0,0.5,4.0,4.9,15.1,,103,100
4237,Henry Ward,wardhe01,Career,,,TOT,,88,,859,9.7,21.9,.444,0.4,1.5,.261,9.4,20.7,.455,1.6,2.3,.705,2.9,6.1,9.0,2.1,1.1,0.8,2.3,6.7,21.4,,97,105
4238,Casper Ware,wareca01,Career,,,NBA,,9,0,116,7.5,17.5,.429,2.9,8.8,.333,4.6,8.8,.524,2.1,2.5,.833,0.0,3.8,3.8,4.2,3.3,0.0,2.1,4.6,20.0,,105,109
4243,Jameel Warney,warneja01,Career,,,NBA,,3,0,27,13.0,22.3,.583,0.0,0.0,,13.0,22.3,.583,5.6,9.3,.600,7.4,9.3,16.7,0.0,0.0,0.0,1.9,3.7,31.6,,119,112
4244,Bob Warren,warrebo01,Career,,,ABA,,140,,2056,6.4,14.0,.440,2.2,8.6,.262,6.3,13.6,.461,3.9,4.6,.801,2.8,3.6,6.4,4.4,1.5,0.7,3.6,5.1,16.7,,103,106
4246,T.J. Warren,warretj01,Career,,,NBA,,218,129,5874,10.4,20.8,.500,0.6,2.3,.283,9.7,18.5,.527,3.0,4.0,.754,2.9,4.6,7.4,1.9,1.6,0.9,1.6,3.8,24.5,,111,113
4247,Willie Warren,warrewi01,Career,,,NBA,,19,0,134,5.0,13.5,.371,1.9,5.8,.333,3.1,7.7,.400,2.3,3.1,.750,0.4,4.2,4.6,10.4,2.3,0.0,3.1,6.2,14.3,,105,110
4248,Bryan Warrick,warribr01,Career,,,NBA,,169,26,2379,5.3,11.9,.443,0.1,0.5,.208,5.2,11.4,.452,3.0,4.0,.747,0.8,3.6,4.4,8.8,1.6,0.4,4.3,6.1,13.6,,96,107
4249,Hakim Warrick,warriha01,Career,,,NBA,,526,108,10624,8.7,17.7,.490,0.1,0.5,.191,8.6,17.2,.499,6.7,9.2,.726,3.4,7.0,10.3,2.0,1.1,0.8,3.0,4.7,24.2,,108,110
4250,Chris Washburn,washbch01,Career,,,NBA,,72,2,645,6.9,16.8,.412,0.0,0.1,.000,6.9,16.7,.413,2.7,6.1,.439,4.8,8.3,13.1,1.6,0.8,1.2,4.2,5.9,16.5,,85,110
4252,Darius Washington,washida01,Career,,,NBA,,18,0,146,7.8,17.8,.438,1.5,4.4,.333,6.3,13.3,.472,2.6,4.8,.538,1.5,5.9,7.4,5.6,1.9,0.0,5.2,5.9,19.6,,89,103
4253,Donald Washington,washido01,Career,,,ABA,,56,,496,8.2,18.2,.453,0.0,0.2,.000,8.2,18.0,.457,3.4,5.1,.679,4.1,5.1,9.2,3.0,1.2,1.8,4.7,10.0,19.9,,94,105
4254,Duane Washington,washidu01,Career,,,NBA,,19,0,184,4.8,12.4,.383,0.5,1.1,.500,4.2,11.4,.372,4.2,5.3,.800,1.3,5.0,6.3,10.3,3.4,0.0,2.9,6.6,14.3,,107,107
4255,Eric Washington,washier01,Career,,,NBA,,104,42,2300,6.4,15.8,.402,1.9,5.4,.346,4.5,10.4,.431,2.0,2.7,.757,1.9,3.1,5.0,2.5,1.8,1.0,2.5,5.3,16.6,,98,114
4257,Kermit Washington,washike01,Career,,,NBA,,507,5,12815,6.4,12.2,.526,0.0,0.0,.000,6.4,12.2,.526,4.0,6.1,.656,5.5,9.8,15.2,2.5,1.5,2.0,2.3,5.9,16.8,,113,101
4258,Pearl Washington,washipe01,Career,,,NBA,,194,79,4044,7.9,17.5,.452,0.2,1.0,.184,7.7,16.4,.469,3.7,5.0,.746,1.7,2.7,4.4,8.7,3.0,0.2,5.2,5.3,19.7,,97,110
4259,Richard Washington,washiri01,Career,,,NBA,,351,2,7874,8.6,18.9,.453,0.0,0.1,.250,8.6,18.9,.453,3.0,4.2,.711,4.0,8.8,12.8,2.4,1.3,1.6,2.5,6.9,20.1,,98,102
4263,Darryl Watkins,watkida01,Career,,,NBA,,14,0,169,3.7,9.1,.414,0.0,0.0,,3.7,9.1,.414,3.4,7.2,.478,4.1,8.1,12.2,0.9,2.2,1.9,4.7,6.9,10.9,,78,104
4265,C.J. Watson,watsocj01,Career,,,NBA,,600,104,12093,6.4,15.2,.419,2.0,5.3,.373,4.4,9.9,.444,3.5,4.4,.812,0.9,3.9,4.9,6.2,2.4,0.3,2.7,3.8,18.3,,108,108
4266,Earl Watson,watsoea01,Career,,,NBA,,878,227,19494,5.6,13.6,.411,1.3,4.1,.324,4.3,9.5,.449,2.3,3.3,.703,1.2,4.0,5.3,10.3,2.3,0.5,4.1,4.7,14.9,,100,108
4267,Jamie Watson,watsoja01,Career,,,NBA,,102,7,1248,5.3,11.3,.468,0.5,1.6,.316,4.8,9.7,.494,2.5,3.6,.694,1.6,4.6,6.3,4.9,2.7,0.7,3.9,6.4,13.6,,96,106
4271,Maalik Wayns,waynsma01,Career,,,NBA,,29,1,211,6.7,22.4,.300,1.7,7.7,.226,5.0,14.7,.339,4.2,4.7,.895,0.2,2.0,2.2,7.2,2.0,0.0,3.7,7.5,19.4,,84,109
4272,David Wear,wearda01,Career,,,NBA,,2,0,7,0.0,14.4,.000,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,14.4,0.0,14.4,7.2,0.0,0.0,0.0,7.2,0.0,,78,117
4273,Travis Wear,weartr01,Career,,,NBA,,64,1,844,6.5,16.3,.398,1.6,4.3,.380,4.8,11.9,.405,1.7,2.1,.824,1.9,6.4,8.3,2.7,1.1,0.9,2.4,4.8,16.3,,94,111
4274,Clarence Weatherspoon,weathcl01,Career,,,NBA,,915,612,27736,7.5,16.0,.471,0.0,0.1,.196,7.5,15.9,.473,4.5,6.1,.743,4.0,8.8,12.8,2.5,1.6,1.5,2.7,3.8,19.7,,107,106
4275,Nick Weatherspoon,weathni01,Career,,,NBA,,453,,9680,8.1,17.7,.455,0.0,0.0,,8.1,17.7,.455,3.1,4.4,.713,3.7,6.8,10.5,2.0,1.6,0.7,1.5,5.8,19.3,,101,101
4276,Kyle Weaver,weaveky01,Career,,,NBA,,73,19,1379,5.0,11.3,.441,1.6,4.4,.353,3.4,6.9,.497,2.0,2.7,.736,1.3,4.6,5.9,4.4,2.0,1.2,3.0,3.6,13.5,,101,109
4277,James Webb,webbja01,Career,,,NBA,,9,0,108,2.3,9.5,.238,1.8,7.7,.235,0.5,1.8,.250,0.0,0.0,,3.2,6.8,9.9,1.8,0.5,0.0,1.4,4.5,6.3,,83,114
4279,Marcus Webb,webbma01,Career,,,NBA,,9,0,51,12.9,24.8,.520,0.0,1.0,.000,12.9,23.8,.542,12.9,20.8,.619,5.0,5.0,9.9,2.0,1.0,2.0,5.0,10.9,38.7,,109,109
4280,Spud Webb,webbsp01,Career,,,NBA,,814,429,20288,7.1,15.6,.452,0.8,2.5,.314,6.3,13.2,.478,4.7,5.6,.848,0.8,3.5,4.2,10.6,2.2,0.3,4.0,4.0,19.7,,110,110
4281,Chris Webber,webbech01,Career,,,NBA,,831,827,30847,11.8,24.8,.479,0.4,1.5,.299,11.4,23.3,.490,4.2,6.4,.649,3.7,9.6,13.4,5.8,2.0,2.0,3.8,4.4,28.3,,104,101
4282,Briante Weber,weberbr01,Career,,,NBA,,45,4,611,4.8,11.7,.408,0.4,2.1,.192,4.4,9.5,.457,1.8,2.5,.733,2.0,5.1,7.1,5.3,3.2,0.7,2.6,4.6,11.8,,97,106
4285,Jeff Webster,webstje01,Career,,,NBA,,11,0,58,7.1,20.3,.348,1.8,5.3,.333,5.3,15.0,.353,0.0,0.0,,1.8,4.4,6.2,2.6,3.5,0.0,2.6,6.2,15.9,,82,106
4286,Martell Webster,webstma02,Career,,,NBA,,580,266,13914,6.5,15.5,.418,3.0,7.9,.382,3.4,7.6,.454,3.3,4.2,.791,1.3,5.6,6.9,2.2,1.1,0.6,2.0,4.0,19.2,,109,109
4287,Marvin Webster,webstma01,Career,,,TOT,,617,37,13364,5.7,11.7,.488,0.0,0.0,.286,5.7,11.6,.488,3.6,5.8,.621,5.2,9.5,14.7,2.6,0.8,3.1,3.0,5.3,15.0,,102,100
4288,Scott Wedman,wedmasc01,Career,,,NBA,,906,105,25927,9.2,19.1,.481,0.3,1.0,.335,9.0,18.6,.485,2.7,3.4,.794,2.7,5.1,7.8,3.2,1.5,0.5,1.6,4.5,21.2,,107,104
4289,Sonny Weems,weemsso01,Career,,,NBA,,183,47,3335,7.9,17.0,.465,0.5,1.8,.283,7.4,15.1,.487,1.9,2.8,.702,1.4,4.8,6.2,3.9,1.3,0.4,3.0,4.1,18.2,,97,114
4291,Brant Weidner,weidnbr01,Career,,,NBA,,8,0,38,2.4,10.7,.222,0.0,0.0,,2.4,10.7,.222,4.7,4.7,1.000,4.7,8.3,13.0,0.0,0.0,2.4,2.4,5.9,9.5,,88,112
4294,Bonzi Wells,wellsbo01,Career,,,NBA,,591,275,15133,9.9,21.6,.460,0.8,2.4,.327,9.1,19.2,.477,4.6,6.6,.697,2.8,6.8,9.7,4.4,2.7,0.7,4.3,5.4,25.2,,100,101
4295,Bubba Wells,wellsbu01,Career,,,NBA,,39,2,395,6.5,15.7,.414,0.1,0.8,.167,6.4,14.9,.427,4.2,5.8,.721,3.0,6.2,9.2,4.6,2.0,0.5,4.2,5.4,17.3,,93,107
