,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
2351,Acie Law,lawac01,Career,,,NBA,,188,8,12.7,1.4,3.4,.413,0.1,0.6,.235,1.3,2.8,.452,.434,0.9,1.2,.778,0.2,0.9,1.0,1.6,0.4,0.0,0.8,1.0,3.9
2352,Gani Lawal,lawalga01,Career,,,NBA,,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2353,Edmund Lawrence,lawreed01,Career,,,NBA,,3,,6.3,1.7,2.7,.625,0.0,0.0,,1.7,2.7,.625,.625,0.7,1.3,.500,0.7,0.7,1.3,0.3,0.3,0.0,0.3,2.0,4.0
2354,Jason Lawson,lawsoja01,Career,,,NBA,,17,0,4.7,0.5,0.9,.600,0.0,0.0,,0.5,0.9,.600,.600,0.5,0.6,.800,0.5,1.1,1.6,0.3,0.2,0.2,0.1,0.8,1.5
2355,Ty Lawson,lawsoty01,Career,,,NBA,,551,344,29.2,4.5,9.8,.460,0.9,2.4,.359,3.7,7.5,.493,.504,2.7,3.6,.770,0.6,2.1,2.7,6.0,1.2,0.1,2.1,1.6,12.7
2356,Jake Layman,laymaja01,Career,,,NBA,,68,2,5.9,0.6,2.0,.286,0.3,1.0,.243,0.3,0.9,.333,.350,0.2,0.3,.750,0.1,0.4,0.6,0.3,0.2,0.1,0.2,0.5,1.6
2357,Mo Layton,laytomo01,Career,,,TOT,,267,,16.8,2.9,6.5,.448,0.0,0.0,,2.9,6.5,.448,.448,1.1,1.5,.749,0.2,0.8,1.3,2.6,0.4,0.1,1.5,2.0,6.9
2358,T.J. Leaf,leaftj01,Career,,,NBA,,50,0,8.6,1.1,2.4,.471,0.4,0.8,.462,0.8,1.6,.476,.545,0.2,0.2,.667,0.5,1.0,1.5,0.2,0.1,0.1,0.2,0.9,2.8
2359,Manny Leaks,leaksma01,Career,,,TOT,,446,,28.3,4.8,10.9,.440,0.0,0.0,.000,4.8,10.9,.440,.440,2.3,3.2,.707,3.6,5.5,9.0,1.1,0.2,0.7,1.7,2.6,11.9
2361,Allen Leavell,leaveal01,Career,,,NBA,,700,244,23.2,3.6,8.1,.450,0.2,0.9,.234,3.4,7.2,.476,.462,2.1,2.5,.834,0.4,1.2,1.7,4.8,1.3,0.2,1.9,2.1,9.5
2362,Jeff Lebo,leboje01,Career,,,NBA,,4,0,8.0,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.5,0.5,1.000,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.8,1.5
2363,Eric Leckner,leckner01,Career,,,NBA,,449,60,12.1,1.6,3.1,.508,0.0,0.0,.000,1.6,3.1,.510,.508,0.9,1.4,.669,0.8,2.4,3.2,0.5,0.2,0.3,0.9,2.3,4.1
2364,Ricky Ledo,ledori01,Career,,,NBA,,28,0,9.9,1.4,4.0,.336,0.5,1.3,.371,0.9,2.8,.321,.394,0.7,0.9,.769,0.6,0.8,1.4,0.8,0.3,0.0,1.0,0.8,3.9
2365,Butch Lee,leebu01,Career,,,NBA,,96,,19.1,3.1,6.9,.450,0.0,0.0,,3.1,6.9,.450,.450,1.9,2.5,.761,0.4,1.0,1.4,3.2,0.9,0.0,1.7,1.5,8.1
2367,Courtney Lee,leeco01,Career,,,NBA,,749,502,28.1,3.8,8.4,.451,1.1,2.9,.388,2.7,5.6,.483,.516,1.3,1.5,.856,0.5,2.2,2.7,1.7,1.0,0.3,1.0,1.7,10.0
2368,Damion Lee,leeda03,Career,,,NBA,,10,7,26.0,3.6,8.7,.414,1.0,3.7,.270,2.6,5.0,.520,.471,1.6,2.1,.762,0.4,3.7,4.1,1.9,1.3,0.1,0.8,1.2,9.8
2370,David Lee,leeda02,Career,,,NBA,,829,505,29.3,5.5,10.3,.535,0.0,0.0,.034,5.5,10.3,.537,.536,2.5,3.2,.772,2.6,6.2,8.8,2.2,0.8,0.4,1.8,2.6,13.5
2372,Doug Lee,leedo01,Career,,,NBA,,73,0,5.7,0.8,2.0,.412,0.2,0.8,.310,0.6,1.2,.478,.473,0.4,0.5,.700,0.2,0.3,0.6,0.4,0.2,0.1,0.3,0.9,2.3
2374,Greg Lee,leegr01,Career,,,TOT,,10,,9.8,1.0,1.9,.526,0.0,0.0,,1.0,1.9,.526,.526,0.4,0.4,1.000,0.1,0.4,0.5,2.4,0.6,0.0,1.2,1.2,2.4
2375,Keith Lee,leeke01,Career,,,NBA,,182,43,16.0,2.5,5.6,.451,0.0,0.1,.167,2.5,5.5,.454,.452,1.1,1.5,.746,1.5,3.2,4.7,1.0,0.4,0.6,1.2,2.7,6.1
2376,Kurk Lee,leeku01,Career,,,NBA,,48,0,5.5,0.4,1.5,.268,0.1,0.3,.200,0.3,1.2,.286,.289,0.5,0.6,.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4
2377,Malcolm Lee,leema01,Career,,,NBA,,36,12,14.8,1.4,3.8,.382,0.3,0.9,.294,1.2,2.8,.412,.419,0.7,1.0,.703,0.7,1.1,1.8,1.4,0.6,0.3,0.8,1.4,3.9
2378,Rock Lee,leero02,Career,,,NBA,,2,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,2.0,.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0
2379,Ron Lee,leero01,Career,,,NBA,,448,7,21.4,2.9,7.0,.416,0.2,0.6,.321,2.8,6.7,.420,.423,1.5,2.1,.705,0.9,1.8,2.7,3.8,1.9,0.3,2.1,3.1,7.3
2383,Tim Legler,legleti01,Career,,,NBA,,310,4,16.9,2.5,5.5,.447,0.8,1.9,.431,1.6,3.6,.456,.523,1.3,1.5,.840,0.4,1.1,1.6,1.3,0.5,0.1,0.6,1.6,7.0
2384,George Lehmann,lehmage01,Career,,,TOT,,376,,25.8,4.3,10.3,.418,1.3,3.6,.365,3.2,7.3,.440,.471,2.2,2.6,.841,0.5,1.3,1.6,4.5,0.4,0.1,3.1,2.3,11.9
2385,"Walt Lemon, Jr.",lemonwa01,Career,,,NBA,,5,0,7.0,1.4,3.2,.438,0.2,0.2,1.000,1.2,3.0,.400,.469,0.4,0.6,.667,0.0,0.4,0.4,1.0,0.0,0.2,0.8,1.0,3.4
2386,Alex Len,lenal01,Career,,,NBA,,331,138,19.8,2.7,5.6,.483,0.0,0.1,.227,2.7,5.5,.486,.484,1.7,2.4,.711,2.1,4.4,6.5,0.8,0.4,1.0,1.3,2.7,7.1
2387,Voshon Lenard,lenarvo01,Career,,,NBA,,565,321,27.2,4.3,10.4,.415,1.7,4.3,.384,2.7,6.1,.436,.494,1.6,2.1,.787,0.6,2.2,2.8,2.1,0.8,0.2,1.3,2.1,11.9
2389,Gary Leonard,leonaga01,Career,,,NBA,,31,0,4.8,0.5,1.2,.459,0.0,0.0,.000,0.5,1.2,.472,.459,0.3,0.6,.500,0.4,0.7,1.1,0.1,0.1,0.3,0.3,1.0,1.4
2390,Kawhi Leonard,leonaka01,Career,,,NBA,,407,380,30.4,6.0,12.1,.495,1.3,3.4,.386,4.7,8.7,.537,.549,3.1,3.7,.846,1.3,4.9,6.2,2.3,1.8,0.7,1.4,1.7,16.3
2391,Meyers Leonard,leoname01,Career,,,NBA,,328,40,15.8,2.1,4.5,.467,0.7,1.8,.373,1.5,2.8,.528,.541,0.6,0.7,.824,0.7,3.0,3.7,0.8,0.2,0.3,0.7,2.3,5.5
2393,Jim Les,lesji01,Career,,,NBA,,321,13,13.2,1.2,2.9,.397,0.6,1.5,.396,0.5,1.4,.397,.501,0.8,1.0,.818,0.3,1.0,1.2,2.9,0.5,0.1,0.9,1.3,3.8
2394,Travis Leslie,leslitr01,Career,,,NBA,,10,0,4.5,0.5,1.4,.357,0.0,0.0,,0.5,1.4,.357,.357,0.4,0.9,.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4
2395,Ronnie Lester,lestero01,Career,,,NBA,,250,116,19.8,2.7,5.8,.469,0.0,0.1,.227,2.7,5.7,.472,.470,1.8,2.3,.788,0.6,1.3,1.9,4.0,0.7,0.1,1.9,1.6,7.3
2396,Clifford Lett,lettcl01,Career,,,NBA,,11,0,11.5,1.5,3.4,.432,0.0,0.1,.000,1.5,3.3,.444,.432,0.5,0.8,.667,0.1,0.5,0.6,0.7,0.2,0.1,0.9,1.5,3.5
2397,Jon Leuer,leuerjo01,Career,,,NBA,,336,79,16.5,2.7,5.7,.478,0.4,1.1,.335,2.3,4.6,.512,.510,0.9,1.1,.769,1.0,3.0,4.0,0.9,0.4,0.3,0.7,1.6,6.7
2399,Fat Lever,leverfa01,Career,,,NBA,,752,599,31.7,5.6,12.6,.447,0.2,0.7,.310,5.4,11.9,.455,.455,2.4,3.1,.771,1.9,4.1,6.0,6.2,2.2,0.3,2.0,2.4,13.9
2400,Caris LeVert,leverca01,Career,,,NBA,,124,35,24.1,3.8,8.7,.441,1.1,3.4,.334,2.7,5.3,.509,.506,1.6,2.2,.721,0.6,2.9,3.5,3.1,1.0,0.2,1.6,2.0,10.4
2401,Cliff Levingston,levincl01,Career,,,NBA,,830,216,20.4,2.8,5.5,.516,0.0,0.0,.152,2.8,5.4,.518,.516,1.5,2.2,.676,2.1,3.1,5.2,0.9,0.6,0.7,1.0,2.8,7.1
2403,Cedric Lewis,lewisce01,Career,,,NBA,,3,0,1.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3
2405,Freddie Lewis,lewisfr02,Career,,,TOT,,750,,33.2,5.7,13.3,.432,0.4,1.4,.280,5.4,12.0,.448,.446,4.2,5.1,.817,1.4,2.1,3.7,4.0,1.5,0.1,2.6,2.8,16.0
2407,Martin Lewis,lewisma01,Career,,,NBA,,25,0,9.6,1.4,3.0,.473,0.1,0.4,.300,1.3,2.6,.500,.493,0.6,1.1,.593,0.8,0.6,1.4,0.3,0.4,0.2,0.6,1.2,3.6
2408,Mike Lewis,lewismi01,Career,,,ABA,,337,,30.0,4.8,9.6,.498,0.0,0.0,.000,4.8,9.6,.499,.498,2.5,3.5,.735,4.4,7.5,11.9,3.0,0.0,0.0,2.6,3.7,12.1
2409,Quincy Lewis,lewisqu01,Career,,,NBA,,159,21,11.7,1.5,3.7,.397,0.2,0.7,.333,1.2,3.0,.412,.429,0.4,0.6,.710,0.4,0.9,1.3,0.6,0.4,0.2,0.6,2.1,3.6
2410,Ralph Lewis,lewisra01,Career,,,NBA,,99,0,6.8,0.9,2.2,.414,0.0,0.0,.250,0.9,2.1,.417,.416,0.5,0.9,.562,0.6,0.6,1.2,0.3,0.3,0.1,0.5,0.7,2.3
2411,Rashard Lewis,lewisra02,Career,,,NBA,,1049,842,32.0,5.4,11.9,.452,1.7,4.4,.386,3.7,7.5,.491,.524,2.4,3.0,.805,1.4,3.8,5.2,1.7,1.1,0.5,1.5,2.3,14.9
2412,Reggie Lewis,lewisre01,Career,,,NBA,,450,352,32.6,7.1,14.6,.488,0.1,0.3,.200,7.0,14.3,.494,.490,3.3,4.0,.824,1.3,3.0,4.3,2.6,1.3,0.9,1.6,2.8,17.6
2413,Marcus Liberty,liberma01,Career,,,NBA,,267,63,17.1,2.9,7.0,.417,0.2,0.7,.340,2.7,6.3,.426,.435,1.2,1.7,.664,1.6,1.9,3.5,0.9,0.7,0.3,1.0,1.9,7.3
2414,Todd Lichti,lichtto01,Career,,,NBA,,237,51,17.9,3.1,6.7,.460,0.1,0.3,.244,3.0,6.4,.471,.466,1.6,2.1,.789,0.7,1.4,2.1,1.4,0.8,0.2,1.1,1.8,7.9
2416,DeAndre Liggins,liggide01,Career,,,NBA,,173,24,10.9,0.7,1.8,.408,0.2,0.7,.355,0.5,1.1,.441,.476,0.3,0.5,.549,0.3,1.2,1.5,0.7,0.6,0.2,0.5,1.2,2.0
2418,Goose Ligon,ligongo01,Career,,,ABA,,434,,33.5,4.8,9.8,.487,0.0,0.1,.125,4.7,9.7,.490,.488,3.3,5.1,.643,4.0,6.9,10.9,2.1,0.5,0.5,2.1,3.8,12.8
2419,Damian Lillard,lillada01,Career,,,NBA,,465,465,36.4,7.7,17.7,.432,2.7,7.3,.369,5.0,10.4,.476,.508,5.0,5.7,.884,0.6,3.5,4.1,6.2,0.9,0.3,2.8,2.1,23.1
2420,Jeremy Lin,linje01,Career,,,NBA,,406,217,26.6,4.1,9.4,.433,1.0,2.8,.350,3.1,6.6,.467,.484,2.9,3.6,.805,0.4,2.4,2.9,4.5,1.2,0.4,2.4,2.3,12.0
2421,Steve Lingenfelter,lingest01,Career,,,NBA,,10,0,6.7,0.5,0.7,.714,0.0,0.0,,0.5,0.7,.714,.714,0.0,0.6,.000,0.4,1.2,1.6,0.5,0.1,0.3,0.6,2.2,1.0
2422,Alton Lister,listeal01,Career,,,NBA,,953,582,19.9,2.6,5.1,.512,0.0,0.0,.111,2.6,5.1,.513,.512,1.3,2.2,.597,1.9,4.4,6.3,1.0,0.4,1.5,1.5,3.3,6.6
2424,Gene Littles,littlge01,Career,,,ABA,,450,,25.1,3.6,7.5,.476,0.1,0.2,.240,3.5,7.3,.484,.480,1.8,2.5,.738,1.3,2.0,3.3,3.0,1.2,0.1,1.4,2.3,9.0
2425,Randy Livingston,livinra01,Career,,,NBA,,203,19,13.2,1.5,3.7,.406,0.2,0.5,.351,1.3,3.2,.414,.429,0.6,0.8,.771,0.4,1.0,1.4,2.0,0.6,0.2,1.1,1.5,3.8
2426,Shaun Livingston,livinsh01,Career,,,NBA,,766,191,21.1,2.7,5.5,.485,0.0,0.1,.186,2.6,5.4,.490,.487,1.1,1.4,.793,0.6,1.8,2.4,3.1,0.7,0.4,1.3,1.9,6.5
2428,Horacio Llamas Grey,llamaho01,Career,,,NBA,,28,2,5.1,0.8,1.8,.469,0.0,0.1,.333,0.8,1.6,.478,.480,0.4,0.6,.611,0.3,1.0,1.3,0.2,0.4,0.3,0.7,1.4,2.1
2432,Lewis Lloyd,lloydle01,Career,,,NBA,,388,260,24.2,5.6,10.7,.524,0.0,0.1,.213,5.6,10.6,.528,.525,2.0,2.6,.771,1.3,1.8,3.1,2.9,0.9,0.3,2.1,2.1,13.2
2433,Scott Lloyd,lloydsc01,Career,,,NBA,,372,17,15.2,1.7,4.1,.425,0.0,0.0,.286,1.7,4.1,.426,.426,1.1,1.5,.718,1.1,1.9,3.0,1.0,0.3,0.2,1.0,2.2,4.6
2436,Rob Lock,lockro01,Career,,,NBA,,20,0,5.5,0.5,1.6,.281,0.0,0.0,,0.5,1.6,.281,.281,0.6,0.8,.800,0.7,0.9,1.6,0.2,0.2,0.2,0.7,0.8,1.5
2437,Darrell Lockhart,lockhda01,Career,,,NBA,,2,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,2.5,2.0
2438,Ian Lockhart,lockhia01,Career,,,NBA,,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2439,Kevin Loder,loderke01,Career,,,NBA,,148,26,14.1,2.5,5.3,.461,0.0,0.2,.261,2.4,5.2,.467,.465,0.9,1.4,.695,0.8,1.5,2.3,1.2,0.5,0.3,1.0,1.8,5.9
2443,Brad Lohaus,lohaubr01,Career,,,NBA,,656,116,15.8,2.4,5.3,.440,0.6,1.7,.361,1.8,3.7,.475,.496,0.6,0.8,.733,0.7,2.1,2.8,1.1,0.5,0.8,0.8,2.0,5.9
2444,Art Long,longar01,Career,,,NBA,,98,27,12.4,1.5,3.3,.458,0.0,0.0,.667,1.5,3.3,.456,.461,0.5,1.0,.485,1.3,1.9,3.3,0.5,0.3,0.4,0.9,2.2,3.5
2445,Grant Long,longgr01,Career,,,NBA,,1003,673,28.4,3.5,7.4,.467,0.1,0.3,.283,3.4,7.1,.474,.472,2.5,3.3,.761,2.2,4.0,6.1,1.7,1.2,0.4,1.6,2.9,9.5
2446,John Long,longjo01,Career,,,NBA,,893,432,25.4,5.7,12.2,.467,0.1,0.4,.322,5.6,11.9,.472,.472,2.0,2.4,.862,1.1,1.7,2.8,1.9,1.0,0.2,1.7,2.1,13.6
2448,Shawn Long,longsh01,Career,,,NBA,,18,0,13.0,3.4,6.1,.560,0.4,1.1,.368,3.0,5.0,.600,.592,1.1,1.9,.543,2.3,2.4,4.7,0.7,0.5,0.5,0.7,2.7,8.2
2449,Willie Long,longwi01,Career,,,ABA,,213,,23.6,4.2,10.1,.421,0.0,0.0,.000,4.2,10.0,.422,.421,2.9,3.7,.774,2.1,3.8,6.0,1.0,0.7,0.2,1.8,2.8,11.4
2450,Luc Longley,longllu01,Career,,,NBA,,567,362,21.2,3.0,6.4,.462,0.0,0.0,.000,3.0,6.4,.463,.462,1.3,1.7,.760,1.5,3.4,4.9,1.5,0.5,1.0,1.7,3.1,7.2
2451,Kevon Looney,looneke01,Career,,,NBA,,120,7,10.7,1.3,2.3,.552,0.0,0.1,.267,1.3,2.2,.568,.559,0.5,0.9,.573,1.0,1.7,2.7,0.6,0.4,0.6,0.4,1.4,3.1
2452,Brook Lopez,lopezbr01,Career,,,NBA,,630,593,31.3,7.0,13.9,.503,0.4,1.1,.335,6.6,12.7,.518,.516,3.7,4.7,.789,2.5,4.3,6.8,1.6,0.6,1.7,2.0,2.8,18.0
2453,Felipe Lopez,lopezfe01,Career,,,NBA,,249,80,16.6,2.2,5.1,.432,0.2,0.6,.327,2.0,4.5,.445,.451,1.2,1.8,.659,0.9,1.6,2.4,1.0,0.6,0.2,1.0,1.8,5.8
2454,Raul Lopez,lopezra01,Career,,,NBA,,113,26,18.9,2.5,5.8,.429,0.4,1.2,.346,2.1,4.6,.450,.464,1.1,1.3,.853,0.3,1.4,1.7,3.8,0.7,0.0,2.0,2.5,6.5
2455,Robin Lopez,lopezro01,Career,,,NBA,,692,544,23.2,3.8,7.1,.527,0.0,0.0,.200,3.8,7.1,.528,.527,1.5,2.0,.760,2.5,3.0,5.4,0.8,0.3,1.2,1.1,2.0,9.0
2456,Ryan Lorthridge,lorthry01,Career,,,NBA,,37,2,18.2,2.9,6.0,.475,0.1,0.4,.214,2.8,5.6,.493,.482,1.5,2.4,.648,0.6,1.3,1.9,2.7,0.8,0.0,1.5,1.1,7.4
2461,Kevin Love,loveke01,Career,,,NBA,,631,549,32.2,6.1,13.7,.443,1.6,4.3,.368,4.5,9.3,.478,.502,4.6,5.6,.824,3.0,8.3,11.3,2.3,0.7,0.5,1.9,2.1,18.3
2462,Stan Love,lovest01,Career,,,TOT,,239,,14.7,2.7,6.2,.440,0.0,0.0,,2.7,6.2,.440,.440,1.2,1.6,.751,1.0,2.2,3.9,0.8,0.5,0.4,0.5,2.5,6.6
2464,Sidney Lowe,lowesi01,Career,,,NBA,,193,40,17.7,1.0,2.8,.367,0.0,0.2,.133,1.0,2.6,.380,.370,0.8,1.1,.764,0.4,1.3,1.7,3.9,1.0,0.0,1.0,1.5,2.9
2466,Kyle Lowry,lowryky01,Career,,,NBA,,785,549,31.1,4.6,10.9,.425,1.7,4.7,.370,2.9,6.3,.466,.504,3.4,4.3,.803,0.8,3.4,4.2,5.9,1.4,0.3,2.2,2.7,14.5
2469,John Lucas,lucasjo01,Career,,,NBA,,928,266,27.5,4.2,9.4,.449,0.4,1.2,.303,3.9,8.5,.464,.463,2.0,2.6,.776,0.5,1.8,2.3,7.0,1.4,0.1,2.1,1.8,10.7
2470,Kalin Lucas,lucaska01,Career,,,NBA,,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2471,Maurice Lucas,lucasma01,Career,,,TOT,,1021,244,29.5,5.8,12.3,.471,0.0,0.1,.143,5.8,12.3,.473,.472,2.9,3.8,.765,2.6,6.5,9.1,2.4,0.8,0.6,2.5,3.4,14.6
2472,John Lucas III,lucasjo02,Career,,,NBA,,242,8,12.1,1.9,4.9,.383,0.7,2.0,.344,1.2,2.9,.409,.452,0.3,0.4,.768,0.2,0.7,1.0,1.5,0.4,0.0,0.5,0.8,4.7
2474,Tyronn Lue,luety01,Career,,,NBA,,554,173,22.7,3.2,7.3,.437,0.8,2.1,.391,2.4,5.2,.456,.494,1.3,1.6,.829,0.2,1.5,1.7,3.1,0.5,0.0,1.2,1.9,8.5
2479,Timothe Luwawu-Cabarrot,luwawti01,Career,,,NBA,,121,26,16.5,2.0,5.2,.390,0.9,2.6,.323,1.2,2.6,.460,.472,1.2,1.5,.834,0.3,1.5,1.8,1.1,0.4,0.1,0.9,2.1,6.1
2480,Tyler Lydon,lydonty01,Career,,,NBA,,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,Trey Lyles,lylestr01,Career,,,NBA,,220,39,17.7,2.8,6.4,.435,0.9,2.5,.359,1.9,3.9,.483,.504,1.0,1.4,.703,0.7,3.2,4.0,1.0,0.4,0.3,0.9,1.4,7.5
2483,George Lynch,lynchge01,Career,,,NBA,,774,420,22.8,2.7,6.0,.446,0.2,0.6,.306,2.5,5.4,.462,.462,1.0,1.6,.652,1.9,3.1,5.0,1.4,1.1,0.3,1.1,2.2,6.6
2484,Kevin Lynch,lynchke01,Career,,,NBA,,95,11,12.0,1.3,3.0,.436,0.0,0.1,.333,1.3,2.9,.440,.441,0.6,0.9,.726,0.4,0.8,1.3,1.1,0.5,0.2,0.7,1.6,3.3
2487,Sheldon Mac,mcclesh01,Career,,,NBA,,30,3,9.6,1.0,2.5,.400,0.2,1.0,.233,0.8,1.5,.511,.447,0.8,0.9,.852,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.6,3.0
2490,Todd MacCulloch,maccuto01,Career,,,NBA,,223,105,15.4,2.5,4.7,.541,0.0,0.0,,2.5,4.7,.541,.541,1.0,1.6,.642,1.5,2.5,4.0,0.5,0.3,0.8,0.7,2.1,6.1
2492,Scott Machado,machasc01,Career,,,NBA,,6,0,3.5,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.3,0.3,1.000,0.0,0.2,0.2,1.0,0.3,0.0,1.3,0.0,1.3
2493,Arvydas Macijauskas,macijar01,Career,,,NBA,,19,0,7.1,0.7,2.2,.341,0.2,0.6,.250,0.6,1.5,.379,.378,0.7,0.8,.867,0.2,0.4,0.5,0.3,0.4,0.0,0.4,0.5,2.3
2494,Ollie Mack,mackol01,Career,,,NBA,,128,3,19.6,3.1,6.8,.458,0.0,0.1,.000,3.1,6.6,.467,.458,1.0,1.4,.674,1.0,1.5,2.5,1.8,0.7,0.1,0.9,1.4,7.2
2495,Sam Mack,macksa01,Career,,,NBA,,259,105,19.4,2.8,6.9,.400,1.3,3.4,.374,1.5,3.5,.426,.493,1.0,1.2,.831,0.4,1.6,2.1,1.3,0.6,0.1,0.8,1.8,7.8
2496,Shelvin Mack,macksh01,Career,,,NBA,,393,53,17.8,2.5,5.9,.426,0.6,2.0,.326,1.9,3.9,.477,.481,0.8,1.0,.746,0.2,1.7,2.0,3.1,0.6,0.1,1.2,1.2,6.4
2497,Malcolm Mackey,mackema01,Career,,,NBA,,22,0,3.1,0.6,1.7,.378,0.0,0.1,.000,0.6,1.6,.400,.378,0.2,0.4,.500,0.5,0.5,1.1,0.0,0.0,0.1,0.1,0.4,1.5
2498,Rudy Macklin,macklru01,Career,,,NBA,,160,52,17.2,2.5,5.5,.449,0.0,0.0,.000,2.5,5.4,.452,.449,1.5,2.0,.776,1.3,1.6,2.9,0.8,0.5,0.2,1.3,2.7,6.4
2499,Vernon Macklin,macklve01,Career,,,NBA,,23,0,5.9,0.8,1.5,.543,0.0,0.0,,0.8,1.5,.543,.543,0.3,0.6,.571,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2.0
2501,Don MacLean,macledo01,Career,,,NBA,,319,111,20.9,4.1,9.1,.455,0.2,0.6,.284,4.0,8.5,.467,.465,2.5,3.3,.765,1.1,2.7,3.8,1.3,0.4,0.2,1.2,1.9,10.9
2502,Mark Macon,maconma01,Career,,,NBA,,251,104,20.0,2.8,7.2,.384,0.1,0.5,.270,2.6,6.7,.393,.394,1.0,1.4,.735,0.7,1.2,1.9,1.7,1.4,0.1,1.3,2.3,6.7
2503,Kyle Macy,macyky01,Career,,,NBA,,551,257,25.9,3.9,7.9,.501,0.3,1.0,.337,3.6,6.8,.526,.523,1.3,1.5,.873,0.6,1.6,2.2,4.0,1.1,0.1,1.3,2.0,9.5
2505,Tito Maddox,maddoti01,Career,,,NBA,,9,0,3.9,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.6,0.9,.625,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.4,1.2
2506,Gerald Madkins,madkige01,Career,,,NBA,,48,0,8.8,0.5,1.5,.366,0.3,0.7,.375,0.3,0.8,.359,.451,0.3,0.4,.762,0.1,0.5,0.5,1.4,0.5,0.0,0.6,0.8,1.7
2507,Mark Madsen,madsema01,Career,,,NBA,,453,70,11.8,0.8,1.8,.457,0.0,0.0,.063,0.8,1.8,.465,.457,0.5,0.9,.527,1.2,1.3,2.6,0.4,0.3,0.2,0.5,1.9,2.2
2509,Josh Magette,magetjo01,Career,,,NBA,,17,0,11.6,0.8,2.5,.310,0.4,1.2,.333,0.4,1.2,.286,.393,0.5,0.5,1.000,0.1,0.9,1.1,3.2,0.4,0.0,0.5,0.9,2.4
2510,Corey Maggette,maggeco01,Career,,,NBA,,827,478,28.2,4.9,10.8,.453,0.6,1.7,.324,4.4,9.1,.478,.479,5.6,6.8,.822,1.1,3.8,4.9,2.1,0.7,0.2,2.3,2.8,16.0
2511,Dave Magley,magleda01,Career,,,NBA,,14,0,4.0,0.3,1.1,.250,0.0,0.1,.000,0.3,1.1,.267,.250,0.3,0.6,.500,0.1,0.6,0.7,0.1,0.1,0.0,0.1,0.4,0.9
2512,Jamaal Magloire,magloja01,Career,,,NBA,,680,314,21.5,2.6,5.4,.480,0.0,0.0,.000,2.6,5.4,.481,.480,2.0,3.2,.639,2.1,4.4,6.5,0.6,0.3,0.9,1.5,2.6,7.2
2514,Ian Mahinmi,mahinia01,Career,,,NBA,,542,92,16.6,1.9,3.6,.543,0.0,0.0,.000,1.9,3.5,.545,.543,1.3,2.1,.608,1.5,2.8,4.3,0.5,0.6,0.7,1.0,2.6,5.1
2516,Brian Mahoney,mahonbr01,Career,,,ABA,,19,,9.5,0.9,3.0,.298,0.0,0.1,.000,0.9,2.9,.309,.298,1.3,2.1,.600,0.2,0.5,0.7,0.6,,,0.9,1.8,3.1
2518,Rick Mahorn,mahorri01,Career,,,NBA,,1117,613,23.1,2.8,5.6,.493,0.0,0.0,.132,2.8,5.6,.495,.493,1.4,2.0,.704,1.6,4.6,6.2,1.0,0.6,0.9,1.3,3.1,6.9
2519,Dan Majerle,majerda01,Career,,,NBA,,955,454,31.6,4.1,9.6,.431,1.4,4.0,.358,2.7,5.6,.482,.505,1.7,2.4,.741,1.2,3.3,4.5,2.9,1.3,0.4,1.2,2.0,11.4
