,Name,link,Year,Age,Position,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Team,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ROY,All-Rookie Team,Draft_Pick
1431,Kevin Lynch,lynchke01,1991-92,23.0,SG,55,14.9,1.7,4.1,0.41700000000000004,0.1,0.1,0.375,1.6,3.9,0.419,0.424,0.6,0.8,0.7609999999999999,0.5,1.0,1.5,1.5,0.7,0.2,0.8,1.9,4.1,5.4,12.9,0.41700000000000004,0.2,0.5,0.375,5.2,12.4,0.419,2.0,2.7,0.7609999999999999,1.7,3.2,4.9,4.8,2.1,0.5,2.5,6.2,12.9,96.0,112.0,CHH,NBA,7.7,0.46,0.036000000000000004,0.20600000000000002,3.9,7.3,5.6,12.7,2.1,0.6,15.3,14.2,-0.3,0.4,0.2,0.011000000000000001,-3.6,-0.6,-4.1,-0.4,0,0,28.0
1432,Todd MacCulloch,maccuto01,1999-00,24.0,C,56,9.4,1.6,2.9,0.5529999999999999,0.0,0.0,,1.6,2.9,0.5529999999999999,0.5529999999999999,0.5,1.0,0.519,0.9,1.8,2.6,0.2,0.2,0.7,0.5,1.7,3.7,8.7,15.8,0.5529999999999999,0.0,0.0,,8.7,15.8,0.5529999999999999,2.7,5.3,0.519,4.7,9.6,14.3,1.3,1.1,3.6,2.6,9.2,20.2,108.0,97.0,PHI,NBA,16.1,0.557,0.0,0.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,0.7,1.0,1.7,0.15,-2.3,1.5,-0.8,0.2,0,0,47.0
1433,Scott Machado,machasc01,2012-13,22.0,PG,6,3.5,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.3,0.3,1.0,0.0,0.2,0.2,1.0,0.3,0.0,1.3,0.0,1.3,7.1,14.3,0.5,0.0,2.4,0.0,7.1,11.9,0.6,4.8,4.8,1.0,0.0,2.4,2.4,14.3,4.8,0.0,19.0,0.0,19.0,69.0,104.0,HOU,NBA,6.0,0.581,0.16699999999999998,0.33299999999999996,0.0,5.3,2.7,44.2,4.8,0.0,53.8,31.0,-0.1,0.0,-0.1,-0.23,-12.2,-2.9,-15.1,-0.1,0,0,
1434,Arvydas Macijauskas,macijar01,2005-06,26.0,SG,19,7.1,0.7,2.2,0.341,0.2,0.6,0.25,0.6,1.5,0.379,0.37799999999999995,0.7,0.8,0.867,0.2,0.4,0.5,0.3,0.4,0.0,0.4,0.5,2.3,5.6,16.4,0.341,1.2,4.8,0.25,4.4,11.6,0.379,5.2,6.0,0.867,1.2,2.8,4.0,2.0,2.8,0.0,3.2,4.0,17.6,90.0,108.0,NOK,NBA,8.3,0.462,0.293,0.366,2.6,6.3,4.4,6.1,2.8,0.0,14.4,19.2,-0.1,0.1,0.0,-0.001,-3.8,-1.5,-5.3,-0.1,0,0,
1435,Ollie Mack,mackol01,1979-80,22.0,SG,50,13.6,2.0,4.0,0.49200000000000005,0.0,0.1,0.0,2.0,3.9,0.505,0.49200000000000005,0.8,1.0,0.745,0.6,0.8,1.4,1.1,0.5,0.1,0.7,1.0,4.7,6.7,13.7,0.49200000000000005,0.0,0.3,0.0,6.7,13.4,0.505,2.6,3.5,0.745,2.2,2.7,4.9,3.6,1.7,0.2,2.4,3.4,16.1,106.0,109.0,TOT,NBA,10.9,0.528,0.025,0.256,5.5,6.1,5.8,10.4,1.7,0.2,13.6,15.3,0.6,0.4,1.0,0.067,-1.1,-1.3,-2.4,-0.1,0,0,25.0
1436,Sam Mack,macksa01,1992-93,22.0,SF,40,6.7,1.2,3.0,0.39799999999999996,0.1,0.6,0.136,1.1,2.4,0.45799999999999996,0.41100000000000003,1.1,1.5,0.7759999999999999,0.5,0.8,1.2,0.4,0.4,0.1,0.6,1.1,3.6,8.9,22.2,0.39799999999999996,0.6,4.1,0.136,8.3,18.1,0.45799999999999996,8.5,10.9,0.7759999999999999,3.4,5.7,9.0,2.8,2.6,0.9,4.1,8.3,26.8,99.0,105.0,SAS,NBA,13.7,0.495,0.18600000000000003,0.49200000000000005,8.1,12.3,10.3,8.5,2.6,1.2,13.3,27.3,0.0,0.4,0.3,0.06,-2.0,-1.5,-3.4,-0.1,0,0,
1437,Shelvin Mack,macksh01,2011-12,21.0,PG,64,12.2,1.4,3.4,0.4,0.2,0.7,0.28600000000000003,1.2,2.8,0.42700000000000005,0.42700000000000005,0.7,0.9,0.7120000000000001,0.2,1.3,1.4,2.0,0.4,0.0,0.8,0.8,3.6,5.9,14.7,0.4,0.8,2.8,0.28600000000000003,5.1,11.9,0.42700000000000005,2.8,3.9,0.7120000000000001,0.8,5.3,6.1,8.7,1.9,0.1,3.2,3.3,15.3,99.0,108.0,WAS,NBA,11.9,0.46799999999999997,0.191,0.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,0.042,-2.2,-1.8,-3.9,-0.4,0,0,34.0
1438,Malcolm Mackey,mackema01,1993-94,23.0,C,22,3.1,0.6,1.7,0.37799999999999995,0.0,0.1,0.0,0.6,1.6,0.4,0.37799999999999995,0.2,0.4,0.5,0.5,0.5,1.1,0.0,0.0,0.1,0.1,0.4,1.5,10.1,26.6,0.37799999999999995,0.0,1.4,0.0,10.1,25.2,0.4,2.9,5.8,0.5,8.6,8.6,17.3,0.7,0.0,2.2,1.4,6.5,23.0,97.0,108.0,PHO,NBA,12.6,0.395,0.054000000000000006,0.21600000000000003,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,0.0,0.1,0.1,0.036000000000000004,-4.7,-5.9,-10.7,-0.2,0,0,27.0
1439,Rudy Macklin,macklru01,1981-82,23.0,SF,79,19.2,2.7,6.1,0.434,0.0,0.0,0.0,2.7,6.1,0.43700000000000006,0.434,1.7,2.2,0.775,1.4,1.9,3.3,0.6,0.5,0.3,1.4,2.8,7.0,7.0,16.1,0.434,0.0,0.1,0.0,7.0,16.0,0.43700000000000006,4.5,5.8,0.775,3.8,5.0,8.8,1.6,1.3,0.7,3.7,7.5,18.4,96.0,106.0,ATL,NBA,9.3,0.495,0.006,0.35700000000000004,8.4,11.2,9.8,4.6,1.3,0.8,16.7,19.2,-0.4,1.8,1.4,0.043,-3.1,-0.5,-3.6,-0.6,0,0,52.0
1440,Vernon Macklin,macklve01,2011-12,25.0,C,23,5.9,0.8,1.5,0.5429999999999999,0.0,0.0,,0.8,1.5,0.5429999999999999,0.5429999999999999,0.3,0.6,0.5710000000000001,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2.0,7.6,13.9,0.5429999999999999,0.0,0.0,,7.6,13.9,0.5429999999999999,3.2,5.6,0.5710000000000001,5.6,8.0,13.5,2.0,1.6,1.6,1.2,3.6,18.3,121.0,105.0,DET,NBA,18.2,0.5589999999999999,0.0,0.4,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,0.3,0.1,0.5,0.161,-0.2,-0.5,-0.6,0.0,0,0,52.0
1441,Don MacLean,macledo01,1992-93,23.0,PF,62,10.9,2.5,5.8,0.435,0.0,0.1,0.5,2.5,5.7,0.434,0.439,1.5,1.8,0.8109999999999999,0.5,1.4,2.0,0.6,0.2,0.1,0.7,1.3,6.6,11.4,26.3,0.435,0.2,0.4,0.5,11.2,25.9,0.434,6.6,8.1,0.8109999999999999,2.4,6.5,8.9,2.8,0.8,0.3,3.1,6.0,29.7,100.0,113.0,WSB,NBA,14.0,0.49700000000000005,0.017,0.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,0.1,0.3,0.4,0.03,-3.2,-4.2,-7.4,-0.9,0,0,19.0
1442,Mark Macon,maconma01,1991-92,22.0,SG,76,30.3,4.4,11.7,0.375,0.1,0.4,0.133,4.3,11.3,0.38299999999999995,0.377,1.8,2.4,0.73,1.1,1.8,2.9,2.2,2.0,0.2,2.0,3.2,10.6,7.0,18.8,0.375,0.1,0.6,0.133,7.0,18.2,0.38299999999999995,2.9,3.9,0.73,1.7,3.0,4.7,3.6,3.3,0.3,3.3,5.1,17.0,88.0,109.0,DEN,NBA,8.3,0.415,0.034,0.20800000000000002,3.5,6.9,5.1,10.7,3.3,0.4,13.8,19.8,-3.1,2.3,-0.8,-0.016,-4.0,0.6,-3.4,-0.8,0,1,8.0
1443,Kyle Macy,macyky01,1980-81,23.0,PG,82,17.9,3.3,6.5,0.511,0.1,0.6,0.235,3.2,5.9,0.541,0.523,1.3,1.5,0.899,0.5,1.1,1.6,2.0,0.9,0.1,1.2,1.5,8.1,8.5,16.6,0.511,0.4,1.6,0.235,8.1,15.0,0.541,3.3,3.7,0.899,1.4,2.7,4.1,5.0,2.4,0.2,3.0,3.7,20.7,112.0,102.0,PHO,NBA,14.5,0.5670000000000001,0.096,0.22399999999999998,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,2.3,2.2,4.5,0.14800000000000002,0.1,-0.3,-0.2,0.7,0,0,22.0
1444,Tito Maddox,maddoti01,2002-03,21.0,SG,9,3.9,0.3,1.3,0.25,0.0,0.3,0.0,0.3,1.0,0.33299999999999996,0.25,0.6,0.9,0.625,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.4,1.2,4.6,18.5,0.25,0.0,4.6,0.0,4.6,13.9,0.33299999999999996,7.7,12.4,0.625,1.5,9.3,10.8,7.7,4.6,1.5,4.6,6.2,17.0,80.0,95.0,HOU,NBA,11.2,0.354,0.25,0.667,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,-0.1,0.1,0.0,-0.011000000000000001,-4.7,2.5,-2.2,0.0,0,0,38.0
1445,Gerald Madkins,madkige01,1993-94,24.0,SG,22,6.8,0.5,1.4,0.355,0.2,0.7,0.33299999999999996,0.3,0.7,0.375,0.435,0.4,0.5,0.8,0.0,0.5,0.5,0.9,0.4,0.0,0.6,0.7,1.6,3.9,10.9,0.355,1.8,5.3,0.33299999999999996,2.1,5.6,0.375,2.8,3.5,0.8,0.4,3.5,3.9,6.7,3.2,0.0,4.6,5.6,12.3,89.0,105.0,CLE,NBA,7.4,0.494,0.484,0.32299999999999995,0.8,7.8,4.3,17.8,3.2,0.0,26.9,14.6,-0.1,0.2,0.1,0.019,-3.7,-0.6,-4.3,-0.1,0,0,
1446,Mark Madsen,madsema01,2000-01,25.0,PF,70,9.2,0.8,1.6,0.48700000000000004,0.0,0.0,1.0,0.8,1.6,0.48200000000000004,0.491,0.4,0.5,0.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2.0,4.5,9.2,0.48700000000000004,0.1,0.1,1.0,4.4,9.1,0.48200000000000004,2.1,3.0,0.703,6.0,6.4,12.4,2.0,0.7,0.7,2.2,9.1,11.2,112.0,107.0,LAL,NBA,9.2,0.53,0.009000000000000001,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,0.8,0.3,1.1,0.085,-1.4,-1.4,-2.8,-0.1,0,0,29.0
1447,Corey Maggette,maggeco01,1999-00,20.0,SF,77,17.8,2.9,6.1,0.478,0.0,0.1,0.182,2.9,5.9,0.485,0.48,2.5,3.4,0.7509999999999999,1.6,2.3,3.9,0.8,0.3,0.3,1.8,2.2,8.4,8.1,16.9,0.478,0.1,0.4,0.182,8.0,16.5,0.485,7.1,9.4,0.7509999999999999,4.4,6.5,10.9,2.2,0.9,0.9,5.0,6.1,23.3,102.0,104.0,ORL,NBA,14.1,0.5529999999999999,0.023,0.557,9.8,14.3,12.0,7.0,0.9,1.3,19.1,22.1,1.2,1.4,2.6,0.091,-1.5,-0.8,-2.3,-0.1,0,0,13.0
1448,Dave Magley,magleda01,1982-83,23.0,SF,14,4.0,0.3,1.1,0.25,0.0,0.1,0.0,0.3,1.1,0.267,0.25,0.3,0.6,0.5,0.1,0.6,0.7,0.1,0.1,0.0,0.1,0.4,0.9,3.5,14.1,0.25,0.0,0.9,0.0,3.5,13.2,0.267,3.5,7.0,0.5,1.8,7.0,8.8,1.8,1.8,0.0,1.8,4.4,10.5,73.0,106.0,CLE,NBA,3.9,0.307,0.063,0.5,4.0,16.7,10.2,4.8,1.8,0.0,9.3,16.1,-0.1,0.0,-0.1,-0.066,-7.6,-1.4,-8.9,-0.1,0,0,28.0
1449,Jamaal Magloire,magloja01,2000-01,22.0,C,74,14.8,1.6,3.7,0.45,0.0,0.0,0.0,1.6,3.6,0.45399999999999996,0.45,1.3,2.0,0.655,1.4,2.6,4.0,0.4,0.2,1.1,0.8,1.9,4.6,6.0,13.3,0.45,0.0,0.1,0.0,6.0,13.2,0.45399999999999996,4.7,7.1,0.655,5.0,9.4,14.5,1.3,0.9,3.8,3.0,6.8,16.6,100.0,97.0,CHH,NBA,13.4,0.506,0.006999999999999999,0.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,0.6,2.0,2.6,0.114,-4.2,1.4,-2.8,-0.2,0,0,19.0
1450,Ian Mahinmi,mahinia01,2007-08,21.0,C,6,3.8,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.5,1.5,1.0,0.0,0.8,0.8,0.2,0.0,0.7,0.3,0.7,3.5,14.1,28.2,0.5,0.0,0.0,,14.1,28.2,0.5,21.2,21.2,1.0,0.0,11.8,11.8,2.4,0.0,9.4,4.7,9.4,49.4,123.0,92.0,SAS,NBA,35.3,0.6579999999999999,0.0,0.75,0.0,25.3,12.8,9.0,0.0,13.2,11.1,37.4,0.1,0.1,0.2,0.37200000000000005,-0.9,3.3,2.3,0.0,0,0,28.0
1451,Rick Mahorn,mahorri01,1980-81,22.0,PF,52,13.4,2.1,4.2,0.507,0.0,0.0,,2.1,4.2,0.507,0.507,0.5,0.8,0.675,1.3,2.8,4.1,0.5,0.4,0.8,0.7,2.6,4.8,7.5,14.8,0.507,0.0,0.0,,7.5,14.8,0.507,1.8,2.7,0.675,4.5,10.0,14.5,1.7,1.4,3.0,2.6,9.0,16.8,104.0,98.0,WSB,NBA,13.6,0.526,0.0,0.183,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,0.4,1.3,1.8,0.12300000000000001,-2.4,2.4,0.0,0.4,0,0,35.0
1452,Dan Majerle,majerda01,1988-89,23.0,SG,54,25.1,3.4,8.0,0.419,0.5,1.5,0.32899999999999996,2.9,6.5,0.44,0.45,1.4,2.4,0.614,1.1,2.7,3.9,2.4,1.2,0.3,0.9,2.6,8.6,6.1,14.7,0.419,0.9,2.8,0.32899999999999996,5.2,11.9,0.44,2.6,4.3,0.614,2.1,5.0,7.1,4.4,2.1,0.5,1.6,4.7,15.8,106.0,106.0,PHO,NBA,11.3,0.479,0.19,0.294,5.1,11.1,8.2,11.8,2.1,0.6,9.0,15.7,0.9,1.7,2.5,0.09,-0.1,1.3,1.2,1.1,0,0,14.0
1453,Renaldo Major,majorre01,2006-07,24.0,PF,1,27.0,2.0,10.0,0.2,0.0,0.0,,2.0,10.0,0.2,0.2,1.0,2.0,0.5,0.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0,3.6,17.9,0.2,0.0,0.0,,3.6,17.9,0.2,1.8,3.6,0.5,0.0,3.6,3.6,0.0,3.6,0.0,1.8,7.2,9.0,47.0,106.0,GSW,NBA,-3.7,0.23,0.0,0.2,0.0,8.3,4.1,0.0,3.6,0.0,8.4,18.7,-0.1,0.0,-0.1,-0.196,-13.0,-2.3,-15.2,-0.1,0,0,
1454,Jeff Malone,malonje01,1983-84,22.0,SG,81,24.4,5.0,11.3,0.444,0.3,0.9,0.324,4.7,10.4,0.455,0.45799999999999996,1.8,2.1,0.826,0.7,1.2,1.9,1.9,0.3,0.2,1.4,2.0,12.1,10.2,22.9,0.444,0.6,1.8,0.324,9.6,21.0,0.455,3.5,4.3,0.826,1.4,2.4,3.9,3.8,0.6,0.3,2.7,4.0,24.5,100.0,112.0,WSB,NBA,11.3,0.494,0.081,0.187,3.4,5.8,4.6,12.1,0.6,0.4,10.0,23.8,0.2,1.1,1.3,0.032,-2.0,-2.7,-4.7,-1.3,0,1,10.0
1455,Karl Malone,malonka01,1985-86,22.0,PF,81,30.6,6.2,12.5,0.496,0.0,0.0,0.0,6.2,12.5,0.49700000000000005,0.496,2.4,5.0,0.48100000000000004,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9,9.5,19.1,0.496,0.0,0.0,0.0,9.5,19.0,0.49700000000000005,3.7,7.6,0.48100000000000004,3.3,10.2,13.5,4.4,2.0,0.8,5.2,5.5,22.6,92.0,102.0,UTA,NBA,13.7,0.504,0.002,0.39899999999999997,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,-2.4,4.3,1.9,0.036000000000000004,-2.4,2.0,-0.5,1.0,0,1,13.0
1456,Moses Malone,malonmo01,1974-75,19.0,C,83,38.6,7.1,12.5,0.5710000000000001,0.0,0.0,0.0,7.1,12.5,0.5720000000000001,0.5710000000000001,4.5,7.1,0.635,5.5,9.1,14.6,1.0,1.0,1.5,3.9,3.5,18.8,9.0,15.8,0.5710000000000001,0.0,0.0,0.0,9.0,15.8,0.5720000000000001,5.7,9.0,0.635,7.0,11.5,18.5,1.3,1.3,2.0,4.9,4.4,23.8,108.0,100.0,UTS,ABA,19.6,0.601,0.001,0.5710000000000001,15.5,23.6,19.7,3.9,1.3,2.2,19.8,20.9,5.1,5.1,10.2,0.153,1.2,0.8,2.0,3.2,0,1,
1457,Matt Maloney,malonma01,1996-97,25.0,PG,82,29.1,3.3,7.5,0.441,1.9,4.6,0.40399999999999997,1.4,2.9,0.5,0.5660000000000001,0.9,1.1,0.763,0.2,1.7,2.0,3.7,1.0,0.0,1.5,1.5,9.4,6.0,13.5,0.441,3.4,8.4,0.40399999999999997,2.6,5.1,0.5,1.6,2.0,0.763,0.4,3.1,3.5,6.7,1.8,0.0,2.7,2.7,16.8,113.0,108.0,HOU,NBA,12.3,0.585,0.62,0.151,1.0,6.5,3.9,19.5,1.8,0.0,15.7,14.8,3.2,2.1,5.3,0.107,0.9,-1.1,-0.1,1.1,0,1,
1458,Steve Malovic,malovst01,1979-80,23.0,PF,39,11.4,0.8,1.7,0.46299999999999997,0.0,0.0,,0.8,1.7,0.46299999999999997,0.46299999999999997,0.5,0.7,0.667,0.9,1.3,2.2,0.7,0.2,0.2,0.6,1.3,2.1,3.2,7.0,0.46299999999999997,0.0,0.0,,3.2,7.0,0.46299999999999997,1.9,2.8,0.667,3.8,5.2,9.0,2.7,0.8,0.6,2.4,5.3,8.3,102.0,112.0,TOT,NBA,7.2,0.507,0.0,0.40299999999999997,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9.0,0.1,0.1,0.3,0.027000000000000003,-3.0,-0.7,-3.7,-0.2,0,0,149.0
1459,Danny Manning,mannida01,1988-89,22.0,PF,26,36.5,6.8,13.8,0.494,0.0,0.2,0.2,6.8,13.6,0.499,0.496,3.0,4.0,0.767,2.7,3.9,6.6,3.1,1.7,1.0,3.6,3.4,16.7,8.6,17.3,0.494,0.0,0.2,0.2,8.5,17.1,0.499,3.8,5.0,0.767,3.4,4.9,8.3,3.9,2.1,1.2,4.5,4.3,21.0,99.0,110.0,LAC,NBA,13.4,0.5379999999999999,0.013999999999999999,0.28800000000000003,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,0.0,0.7,0.7,0.034,-1.0,0.5,-0.5,0.4,0,0,1.0
1460,Rich Manning,manniri01,1995-96,25.0,PF,29,10.7,1.7,3.9,0.434,0.0,0.0,0.0,1.7,3.9,0.43799999999999994,0.434,0.3,0.5,0.643,0.6,1.3,1.9,0.2,0.1,0.2,0.6,1.3,3.7,8.3,19.2,0.434,0.0,0.2,0.0,8.3,19.0,0.43799999999999994,1.5,2.4,0.643,2.7,6.6,9.3,1.2,0.5,1.0,2.9,6.3,18.1,87.0,111.0,VAN,NBA,7.6,0.449,0.009000000000000001,0.124,5.8,15.2,10.4,4.2,0.5,1.5,12.5,20.0,-0.4,0.2,-0.2,-0.035,-7.3,-2.3,-9.6,-0.6,0,0,40.0
1461,Pace Mannion,mannipa01,1983-84,23.0,SF,57,8.2,0.9,2.2,0.397,0.1,0.2,0.231,0.8,2.0,0.41600000000000004,0.409,0.3,0.4,0.7829999999999999,0.4,0.6,1.0,0.8,0.4,0.0,0.4,1.1,2.1,5.0,12.5,0.397,0.3,1.3,0.231,4.7,11.2,0.41600000000000004,1.8,2.3,0.7829999999999999,2.3,3.6,5.8,4.7,2.5,0.2,2.3,6.2,12.0,99.0,109.0,GSW,NBA,8.5,0.444,0.10300000000000001,0.183,5.0,9.0,6.8,12.8,2.5,0.2,14.5,13.2,0.0,0.4,0.4,0.04,-3.1,-0.4,-3.5,-0.2,0,0,43.0
1462,Roy Marble,marblro01,1989-90,23.0,SG,24,6.8,0.7,2.4,0.276,0.0,0.1,0.0,0.7,2.3,0.28600000000000003,0.276,0.8,1.2,0.655,0.6,0.4,1.0,0.5,0.3,0.0,0.6,0.7,2.1,4.9,17.9,0.276,0.0,0.6,0.0,4.9,17.3,0.28600000000000003,5.9,9.0,0.655,4.6,2.8,7.4,3.4,2.2,0.3,4.3,4.9,15.8,83.0,114.0,ATL,NBA,5.5,0.36,0.034,0.5,10.4,6.6,8.5,8.9,2.2,0.4,16.5,21.9,-0.4,0.1,-0.3,-0.08900000000000001,-5.1,-2.0,-7.1,-0.2,0,0,23.0
1463,Stephon Marbury,marbust01,1996-97,19.0,PG,67,34.7,5.3,13.0,0.408,1.5,4.3,0.354,3.8,8.7,0.434,0.466,3.7,5.0,0.727,0.8,1.9,2.7,7.8,1.0,0.3,3.1,2.4,15.8,8.1,19.8,0.408,2.3,6.6,0.354,5.8,13.3,0.434,5.6,7.7,0.727,1.2,3.0,4.2,11.9,1.5,0.4,4.8,3.6,24.1,105.0,111.0,MIN,NBA,16.1,0.519,0.331,0.387,2.8,6.6,4.7,38.1,1.5,0.6,17.1,24.2,2.5,1.2,3.7,0.077,2.0,-3.0,-1.0,0.6,0,1,4.0
1464,Sarunas Marciulionis,marcisa01,1989-90,25.0,SG,75,22.6,3.9,7.4,0.519,0.1,0.5,0.256,3.7,6.9,0.539,0.528,4.2,5.4,0.787,1.1,1.8,2.9,1.6,1.3,0.1,1.8,3.1,12.1,7.7,14.9,0.519,0.3,1.0,0.256,7.5,13.9,0.539,8.5,10.8,0.787,2.2,3.7,5.9,3.2,2.5,0.2,3.7,6.2,24.2,114.0,113.0,GSW,NBA,15.5,0.616,0.07,0.7240000000000001,5.6,8.2,7.0,10.0,2.5,0.2,15.7,20.5,3.1,0.7,3.8,0.107,1.2,-1.5,-0.3,0.7,0,0,127.0
1465,Shawn Marion,mariosh01,1999-00,21.0,SF,51,24.7,4.4,9.2,0.47100000000000003,0.1,0.4,0.182,4.3,8.8,0.486,0.47600000000000003,1.4,1.7,0.847,2.1,4.5,6.5,1.4,0.7,1.0,1.0,2.2,10.2,9.0,19.1,0.47100000000000003,0.2,0.9,0.182,8.8,18.2,0.486,2.9,3.4,0.847,4.3,9.2,13.5,2.8,1.5,2.1,2.1,4.6,21.1,107.0,97.0,PHO,NBA,17.1,0.511,0.047,0.18,9.5,19.7,14.7,9.1,1.5,3.0,9.1,19.6,1.7,2.4,4.1,0.158,-0.9,1.8,0.9,0.9,0,1,9.0
1466,Damir Markota,markoda01,2006-07,21.0,PF,30,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.4,1.2,0.361,0.423,0.2,0.4,0.636,0.4,0.7,1.0,0.2,0.1,0.0,0.5,0.7,1.7,5.8,15.9,0.365,1.8,4.9,0.375,4.0,11.0,0.361,2.1,3.4,0.636,3.4,6.1,9.5,1.8,0.9,0.3,4.6,6.7,15.6,83.0,113.0,MIL,NBA,5.0,0.449,0.308,0.212,7.5,14.0,10.7,5.2,0.9,0.5,20.9,19.1,-0.3,0.0,-0.2,-0.07,-5.7,-3.3,-9.0,-0.3,0,0,59.0
1467,Sean Marks,marksse01,1998-99,23.0,PF,8,3.5,0.6,1.0,0.625,0.0,0.0,,0.6,1.0,0.625,0.625,0.1,0.3,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.4,0.4,1.4,9.7,15.4,0.625,0.0,0.0,,9.7,15.4,0.625,1.9,3.9,0.5,0.0,1.9,1.9,0.0,1.9,0.0,5.8,5.8,21.2,85.0,109.0,TOR,NBA,7.8,0.619,0.0,0.25,0.0,4.2,2.1,0.0,1.9,0.0,25.3,19.2,0.0,0.0,0.0,-0.036000000000000004,-5.7,-4.6,-10.3,-0.1,0,0,44.0
1468,Donny Marshall,marshdo02,1995-96,23.0,SF,34,6.1,0.7,2.0,0.353,0.2,0.9,0.233,0.5,1.1,0.447,0.40399999999999997,0.6,1.0,0.629,0.3,0.5,0.8,0.2,0.2,0.1,0.2,0.8,2.3,6.7,19.1,0.353,2.0,8.4,0.233,4.8,10.7,0.447,6.2,9.8,0.629,2.5,4.8,7.3,2.0,2.2,0.6,2.0,7.3,21.6,99.0,108.0,CLE,NBA,10.5,0.462,0.441,0.515,5.7,11.1,8.3,5.8,2.2,0.9,7.7,22.0,0.0,0.2,0.2,0.051,-2.8,-2.7,-5.5,-0.2,0,0,39.0
1469,Donyell Marshall,marshdo01,1994-95,21.0,SF,72,29.0,4.8,12.2,0.39399999999999996,1.0,3.4,0.284,3.8,8.8,0.436,0.433,2.0,3.1,0.662,1.9,3.7,5.6,1.5,0.6,1.2,1.6,2.2,12.6,8.4,21.3,0.39399999999999996,1.7,5.9,0.284,6.7,15.4,0.436,3.6,5.4,0.662,3.3,6.5,9.8,2.6,1.1,2.1,2.8,3.8,22.0,96.0,112.0,TOT,NBA,12.5,0.465,0.27699999999999997,0.253,7.6,15.0,11.3,8.6,1.1,3.0,10.6,22.9,-0.9,1.2,0.3,0.006999999999999999,-2.2,-0.7,-2.9,-0.5,0,1,4.0
1470,Kendall Marshall,marshke01,2012-13,21.0,PG,48,14.6,1.2,3.1,0.371,0.5,1.5,0.315,0.7,1.6,0.423,0.447,0.2,0.3,0.5710000000000001,0.1,0.8,0.9,3.0,0.5,0.1,1.2,1.0,3.0,4.1,11.0,0.371,1.7,5.3,0.315,2.4,5.7,0.423,0.6,1.0,0.5710000000000001,0.3,2.8,3.1,10.5,1.6,0.3,4.2,3.5,10.5,91.0,112.0,PHO,NBA,7.8,0.455,0.483,0.09300000000000001,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,-0.4,0.2,-0.2,-0.012,-4.1,-3.2,-7.3,-0.9,0,0,13.0
